 WAVE HEIGHT COMPUTATIONS FOR FLOOD INSURANCE STUDIES (WHAFIS VERSION 4.0G, 08_2007)
 Executed on: Thu Feb 20 14:57:37 2020
 Input file:  C:\FEMA-TransectAnalysis\LOMR-TransectAnalysis-Harpswell\3_whafis\whafis4\CM-140.dat                                            
 Output file: C:\FEMA-TransectAnalysis\LOMR-TransectAnalysis-Harpswell\3_whafis\whafis4\CM-140.out                                            



                                                              header                                                                
                                                     THIS IS A 100-YEAR CASE


                                       THE FOLLOWING NON-DEFAULT WIND SPEEDS ARE BEING USED
                                            WINDIF  56.14  WINDOF  56.14  WINDVH  60.00

                                                             PART1 INPUT

          IE      0.000    -27.891      1.000      1.000      8.752     36.518     14.542     56.140      0.019      0.000
          OF      2.000    -27.853      0.000      8.753      0.000      0.000      0.000      0.000      0.019      0.000
          OF      4.000    -27.815      0.000      8.753      0.000      0.000      0.000      0.000      0.019      0.000
          OF      6.000    -27.777      0.000      8.753      0.000      0.000      0.000      0.000      0.019      0.000
          OF      8.000    -27.740      0.000      8.754      0.000      0.000      0.000      0.000      0.019      0.000
          OF     10.000    -27.702      0.000      8.754      0.000      0.000      0.000      0.000      0.019      0.000
          OF     12.000    -27.664      0.000      8.754      0.000      0.000      0.000      0.000      0.019      0.000
          OF     14.000    -27.626      0.000      8.755      0.000      0.000      0.000      0.000      0.019      0.000
          OF     16.000    -27.589      0.000      8.755      0.000      0.000      0.000      0.000      0.019      0.000
          OF     18.000    -27.551      0.000      8.755      0.000      0.000      0.000      0.000      0.019      0.000
          OF     20.000    -27.513      0.000      8.756      0.000      0.000      0.000      0.000      0.015      0.000
          OF     22.000    -27.489      0.000      8.757      0.000      0.000      0.000      0.000     -0.007      0.000
          OF     24.000    -27.543      0.000      8.757      0.000      0.000      0.000      0.000     -0.027      0.000
          OF     26.000    -27.597      0.000      8.758      0.000      0.000      0.000      0.000     -0.027      0.000
          OF     28.000    -27.651      0.000      8.759      0.000      0.000      0.000      0.000     -0.027      0.000
          OF     30.000    -27.706      0.000      8.759      0.000      0.000      0.000      0.000     -0.027      0.000
          OF     32.000    -27.760      0.000      8.759      0.000      0.000      0.000      0.000     -0.027      0.000
          OF     34.000    -27.814      0.000      8.760      0.000      0.000      0.000      0.000     -0.027      0.000
          OF     36.000    -27.868      0.000      8.760      0.000      0.000      0.000      0.000     -0.027      0.000
          OF     38.000    -27.922      0.000      8.761      0.000      0.000      0.000      0.000     -0.027      0.000
          OF     40.000    -27.976      0.000      8.761      0.000      0.000      0.000      0.000     -0.027      0.000
          OF     42.000    -28.030      0.000      8.762      0.000      0.000      0.000      0.000     -0.027      0.000
          OF     44.000    -28.084      0.000      8.762      0.000      0.000      0.000      0.000     -0.027      0.000
          OF     46.000    -28.138      0.000      8.762      0.000      0.000      0.000      0.000     -0.027      0.000
          OF     48.000    -28.192      0.000      8.763      0.000      0.000      0.000      0.000     -0.027      0.000
          OF     50.000    -28.246      0.000      8.763      0.000      0.000      0.000      0.000     -0.027      0.000
          OF     52.000    -28.300      0.000      8.764      0.000      0.000      0.000      0.000     -0.027      0.000
          OF     54.000    -28.354      0.000      8.764      0.000      0.000      0.000      0.000     -0.027      0.000
          OF     56.000    -28.408      0.000      8.764      0.000      0.000      0.000      0.000     -0.027      0.000
          OF     58.000    -28.462      0.000      8.765      0.000      0.000      0.000      0.000     -0.027      0.000
          OF     60.000    -28.516      0.000      8.766      0.000      0.000      0.000      0.000     -0.027      0.000
          OF     62.000    -28.571      0.000      8.766      0.000      0.000      0.000      0.000     -0.027      0.000
          OF     64.000    -28.625      0.000      8.767      0.000      0.000      0.000      0.000     -0.027      0.000
          OF     66.000    -28.679      0.000      8.767      0.000      0.000      0.000      0.000     -0.027      0.000
          OF     68.000    -28.733      0.000      8.768      0.000      0.000      0.000      0.000     -0.027      0.000
          OF     70.000    -28.787      0.000      8.768      0.000      0.000      0.000      0.000     -0.027      0.000
          OF     72.000    -28.841      0.000      8.769      0.000      0.000      0.000      0.000     -0.027      0.000
          OF     74.000    -28.895      0.000      8.769      0.000      0.000      0.000      0.000     -0.027      0.000
          OF     76.000    -28.949      0.000      8.770      0.000      0.000      0.000      0.000     -0.027      0.000
          OF     78.000    -29.003      0.000      8.770      0.000      0.000      0.000      0.000     -0.027      0.000
          OF     80.000    -29.057      0.000      8.771      0.000      0.000      0.000      0.000     -0.027      0.000
          OF     82.000    -29.111      0.000      8.771      0.000      0.000      0.000      0.000     -0.027      0.000
          OF     84.000    -29.165      0.000      8.772      0.000      0.000      0.000      0.000     -0.027      0.000
          OF     86.000    -29.219      0.000      8.772      0.000      0.000      0.000      0.000     -0.027      0.000
          OF     88.000    -29.273      0.000      8.773      0.000      0.000      0.000      0.000     -0.008      0.000
          OF     90.000    -29.251      0.000      8.773      0.000      0.000      0.000      0.000      0.062      0.000
          OF     91.900    -29.033      0.000      8.754      0.000      0.000      0.000      0.000      0.118      0.000
          OF     95.100    -28.649      0.000      8.754      0.000      0.000      0.000      0.000      0.118      0.000
          OF     98.400    -28.265      0.000      8.754      0.000      0.000      0.000      0.000      0.116      0.000
          OF    101.700    -27.882      0.000      8.754      0.000      0.000      0.000      0.000      0.116      0.000
          OF    105.000    -27.498      0.000      8.755      0.000      0.000      0.000      0.000      0.116      0.000
          OF    108.300    -27.114      0.000      8.755      0.000      0.000      0.000      0.000      0.118      0.000
          OF    111.500    -26.730      0.000      8.756      0.000      0.000      0.000      0.000      0.118      0.000
          OF    114.800    -26.347      0.000      8.757      0.000      0.000      0.000      0.000      0.116      0.000
          OF    118.100    -25.963      0.000      8.758      0.000      0.000      0.000      0.000      0.116      0.000
          OF    121.400    -25.579      0.000      8.759      0.000      0.000      0.000      0.000      0.116      0.000
          OF    124.700    -25.195      0.000      8.760      0.000      0.000      0.000      0.000      0.116      0.000
          OF    128.000    -24.812      0.000      8.762      0.000      0.000      0.000      0.000      0.118      0.000
