 WAVE HEIGHT COMPUTATIONS FOR FLOOD INSURANCE STUDIES (WHAFIS VERSION 4.0G, 08_2007)
 Executed on: Thu Feb 20 14:57:37 2020
 Input file:  C:\FEMA-TransectAnalysis\LOMR-TransectAnalysis-Harpswell\3_whafis\whafis4\CM-149-1.dat                                          
 Output file: C:\FEMA-TransectAnalysis\LOMR-TransectAnalysis-Harpswell\3_whafis\whafis4\CM-149-1.out                                          



                                                              header                                                                
                                                     THIS IS A 100-YEAR CASE


                                       THE FOLLOWING NON-DEFAULT WIND SPEEDS ARE BEING USED
                                            WINDIF  56.14  WINDOF  56.14  WINDVH  60.00

                                                             PART1 INPUT

          IE      0.000    -50.257      1.000      1.000      8.876      6.826     10.750     56.140      0.140      0.000
          OF      1.000    -50.117      0.000      8.876      0.000      0.000      0.000      0.000      0.140      0.000
          OF      2.000    -49.978      0.000      8.876      0.000      0.000      0.000      0.000      0.139      0.000
          OF      3.000    -49.839      0.000      8.876      0.000      0.000      0.000      0.000      0.139      0.000
          OF      4.000    -49.700      0.000      8.876      0.000      0.000      0.000      0.000      0.139      0.000
          OF      5.000    -49.561      0.000      8.876      0.000      0.000      0.000      0.000      0.139      0.000
          OF      6.000    -49.422      0.000      8.876      0.000      0.000      0.000      0.000      0.140      0.000
          OF      7.000    -49.282      0.000      8.876      0.000      0.000      0.000      0.000      0.140      0.000
          OF      8.000    -49.143      0.000      8.876      0.000      0.000      0.000      0.000      0.140      0.000
          OF      9.000    -49.003      0.000      8.876      0.000      0.000      0.000      0.000      0.140      0.000
          OF     10.000    -48.864      0.000      8.876      0.000      0.000      0.000      0.000      0.139      0.000
          OF     11.000    -48.725      0.000      8.876      0.000      0.000      0.000      0.000      0.139      0.000
          OF     12.000    -48.586      0.000      8.876      0.000      0.000      0.000      0.000      0.142      0.000
          OF     13.000    -48.440      0.000      8.876      0.000      0.000      0.000      0.000      0.146      0.000
          OF     14.000    -48.295      0.000      8.876      0.000      0.000      0.000      0.000      0.146      0.000
          OF     15.000    -48.149      0.000      8.876      0.000      0.000      0.000      0.000      0.146      0.000
