%
%
% Run:1     Table:curve             SWAN version:41.20A
%
%       Xp            Yp            Hsig          TPsmoo        RTpeak        Tm_10         Dir           Dspr          Depth         Setup    
%       [m]           [m]           [m]           [sec]         [sec]         [sec]         [degr]        [degr]        [m]           [m]      
%
           0.            0.       2.50081       12.5697       12.4477       11.6385         0.000       31.5062        6.4900      0.000000 
           1.            0.       2.50524       12.5719       12.4477       11.5365         0.000       31.5036        6.4900      0.000016 
           2.            0.       2.51014       12.5741       12.4477       11.4403         0.000       31.4985        6.4800     -0.000020 
           3.            0.       2.51414       12.5761       12.4477       11.3491         0.000       31.4911        6.4800     -0.000004 
           4.            0.       2.51836       12.5781       12.4477       11.2643         0.000       31.4649        6.4700     -0.000038 
           5.            0.       2.52246       12.5799       12.4477       11.1853         0.000       31.4474        6.4599     -0.000073 
           6.            0.       2.52565       12.5815       12.4477       11.1111         0.000       31.4317        6.4599     -0.000056 
           7.            0.       2.52931       12.5831       12.4477       11.0422         0.000       31.4155        6.4499     -0.000091 
           8.            0.       2.53206       12.5845       12.4477       10.9773         0.000       31.3986        6.4499     -0.000074 
           9.            0.       2.53530       12.5859       12.4477       10.9168         0.000       31.3806        6.4399     -0.000109 
          10.            0.       2.53790       12.5872       12.4477       10.8593         0.000       31.3776        6.4399     -0.000092 
          11.            0.       2.54019       12.5884       12.4477       10.8052         0.000       31.3634        6.4399     -0.000075 
          12.            0.       2.54294       12.5895       12.4477       10.7547         0.000       31.3448        6.4299     -0.000109 
          13.            0.       2.54508       12.5905       12.4477       10.7063         0.000       31.3402        6.4299     -0.000091 
          14.            0.       2.54693       12.5915       12.4477       10.6605         0.000       31.3244        6.4299     -0.000072 
          15.            0.       2.54927       12.5924       12.4477       10.6177         0.000       31.3043        6.4199     -0.000106 
          16.            0.       2.55116       12.5932       12.4477       10.5753         0.000       31.2988        6.4199     -0.000087 
          17.            0.       2.55283       12.5940       12.4477       10.5347         0.000       31.2829        6.4199     -0.000067 
          18.            0.       2.55502       12.5948       12.4477       10.4964         0.000       31.2632        6.4099     -0.000098 
          19.            0.       2.55666       12.5954       12.4477       10.4592         0.000       31.2575        6.4099     -0.000078 
          20.            0.       2.55806       12.5960       12.4477       10.4237         0.000       31.2423        6.4099     -0.000056 
          21.            0.       2.55998       12.5966       12.4477       10.3903         0.000       31.2239        6.3999     -0.000085 
          22.            0.       2.56137       12.5972       12.4477       10.3576         0.000       31.2178        6.3999     -0.000064 
          23.            0.       2.56254       12.5976       12.4477       10.3263         0.000       31.2025        6.4000     -0.000040 
          24.            0.       2.56422       12.5981       12.4477       10.2969         0.000       31.1839        6.3899     -0.000069 
          25.            0.       2.56540       12.5985       12.4477       10.2680         0.000       31.1771        6.3900     -0.000046 
