%
%
% Run:1     Table:curve             SWAN version:41.20A
%
%       Xp            Yp            Hsig          TPsmoo        RTpeak        Tm_10         Dir           Dspr          Depth         Setup    
%       [m]           [m]           [m]           [sec]         [sec]         [sec]         [degr]        [degr]        [m]           [m]      
%
           0.            0.       0.62444        7.9224        8.0345        7.1834       359.999       31.5352        3.2800      0.000000 
           1.            0.       0.62494        7.9228        8.0345        7.1647       359.999       31.4489        3.2700     -0.000011 
           2.            0.       0.62533        7.9231        8.0345        7.1462       359.999       31.3361        3.2600     -0.000023 
           3.            0.       0.62602        7.9235        8.0345        7.1283       360.000       31.2151        3.2400     -0.000047 
           4.            0.       0.62648        7.9238        8.0345        7.1103       360.000       31.1219        3.2299     -0.000058 
           5.            0.       0.62697        7.9242        8.0345        7.0926       360.000       31.0539        3.2199     -0.000070 
           6.            0.       0.62747        7.9245        8.0345        7.0751       360.000       30.9897        3.2099     -0.000081 
           7.            0.       0.62797        7.9248        8.0345        7.0579       360.000       30.9264        3.1999     -0.000092 
           8.            0.       0.62847        7.9252        8.0345        7.0410       360.000       30.8632        3.1899     -0.000104 
           9.            0.       0.62887        7.9255        8.0345        7.0244       360.000       30.7774        3.1799     -0.000116 
          10.            0.       0.62958        7.9258        8.0345        7.0084       360.000       30.6854        3.1599     -0.000140 
          11.            0.       0.63005        7.9262        8.0345        6.9919       360.000       30.6139        3.1498     -0.000152 
          12.            0.       0.63054        7.9265        8.0345        6.9757       360.000       30.5485        3.1398     -0.000165 
          13.            0.       0.63104        7.9268        8.0345        6.9598       360.000       30.4855        3.1298     -0.000178 
          14.            0.       0.63155        7.9271        8.0345        6.9440       360.000       30.4232        3.1198     -0.000191 
          15.            0.       0.63206        7.9274        8.0345        6.9284       360.000       30.3614        3.1098     -0.000204 
          16.            0.       0.63248        7.9277        8.0345        6.9131       360.000       30.2783        3.0998     -0.000218 
          17.            0.       0.63297        7.9281        8.0345        6.8984         0.000       30.1240        3.0798     -0.000244 
          18.            0.       0.63385        7.9285        8.0345        6.8847         0.001       29.8823        3.0397     -0.000300 
          19.            0.       0.63499        7.9289        8.0345        6.8711         0.001       29.5930        2.9896     -0.000373 
          20.            0.       0.63620        7.9294        8.0345        6.8566         0.001       29.2934        2.9395     -0.000451 
          21.            0.       0.63701        7.9299        8.0345        6.8412         0.001       28.8372        2.8895     -0.000535 
          22.            0.       0.64134        7.9307        8.0345        6.8292         0.008       28.4983        2.7592     -0.000765 
          23.            0.       0.64243        7.9312        8.0345        6.8055         0.007       28.7946        2.7692     -0.000751 
          24.            0.       0.64068        7.9312        8.0345        6.7762         0.005       29.4840        2.8895     -0.000548 
          25.            0.       0.63958        7.9313        8.0345        6.7537       359.999       29.7558        2.9596     -0.000436 
          26.            0.       0.64079        7.9316        8.0345        6.7400       359.999       29.6706        2.9295     -0.000483 
          27.            0.       0.64158        7.9322        8.0345        6.7262         0.013       29.4608        2.8995     -0.000530 
          28.            0.       0.64244        7.9325        8.0345        6.7122         0.008       29.2595        2.8694     -0.000580 
          29.            0.       0.64305        7.9328        8.0345        6.6973         0.006       29.0869        2.8494     -0.000614 
          30.            0.       0.64329        7.9331        8.0345        6.6823         0.005       28.7974        2.8294     -0.000649 
          31.            0.       0.64495        7.9336        8.0345        6.6709         0.003       28.3584        2.7592     -0.000774 
          32.            0.       0.64665        7.9341        8.0345        6.6581         0.003       27.8995        2.6891     -0.000908 
          33.            0.       0.64865        7.9346        8.0345        6.6435         0.003       27.4834        2.6189     -0.001051 
          34.            0.       0.64971        7.9352        8.0345        6.6259         0.002       26.9795        2.5688     -0.001162 
          35.            0.       0.65289        7.9359        8.0345        6.6121         0.002       26.1215        2.4486     -0.001448 
          36.            0.       0.66127        7.9372        8.0345        6.6003         0.001       24.8982        2.2179     -0.002107 
          37.            0.       0.67154        7.9388        8.0345        6.5755         0.001       23.5360        1.9870     -0.002964 
          38.            0.       0.68438        7.9408        8.0345        6.5327         0.001       22.1392        1.7559     -0.004102 
          39.            0.       0.70022        7.9435        8.0345        6.4665         0.001       20.7233        1.5244     -0.005647 
          40.            0.       0.71440        7.9466        8.0345        6.3751         0.001       19.3964        1.3327     -0.007269 
          41.            0.       0.72702        7.9497        8.0345        6.2403         0.001       17.3804        1.1409     -0.009149 
          42.            0.       0.75942        7.9503        8.0345        6.0342       359.953       14.6177        0.6742     -0.015810 
          43.            0.       0.52523        8.0143        8.0345        6.4653       358.763       14.8969        0.3527      0.032660 
