%
%
% Run:1     Table:curve             SWAN version:41.20A
%
%       Xp            Yp            Hsig          TPsmoo        RTpeak        Tm_10         Dir           Dspr          Depth         Setup    
%       [m]           [m]           [m]           [sec]         [sec]         [sec]         [degr]        [degr]        [m]           [m]      
%
           0.            0.       2.17540       15.2310       15.4936       13.7744         0.000       31.5057        3.8200      0.000000 
           1.            0.       2.17488       15.2404       15.4936       13.4702         0.000       31.4101        3.8103      0.000337 
           2.            0.       2.17364       15.2490       15.4936       13.2022       360.000       31.3096        3.8007      0.000685 
           3.            0.       2.17143       15.2563       15.4936       12.9707       360.000       31.1778        3.7911      0.001051 
           4.            0.       2.16966       15.2626       15.4936       12.7729       360.000       31.0407        3.7713      0.001319 
           5.            0.       2.16603       15.2678       15.4936       12.6032       360.000       30.9119        3.7617      0.001729 
           6.            0.       2.16279       15.2722       15.4936       12.4570       360.000       30.7640        3.7420      0.002041 
           7.            0.       2.15898       15.2760       15.4936       12.3295       360.000       30.6138        3.7224      0.002373 
           8.            0.       2.15471       15.2792       15.4936       12.2176       360.000       30.4601        3.7027      0.002720 
           9.            0.       2.15008       15.2819       15.4936       12.1185       360.000       30.3051        3.6831      0.003080 
          10.            0.       2.14590       15.2842       15.4936       12.0161       360.000       30.1547        3.6635      0.003457 
          11.            0.       2.14163       15.2860       15.4936       11.9183         0.000       30.0053        3.6439      0.003850 
          12.            0.       2.13683       15.2874       15.4936       11.8275         0.000       29.8354        3.6243      0.004262 
          13.            0.       2.13281       15.2884       15.4936       11.7440         0.000       29.6578        3.5946      0.004570 
          14.            0.       2.12744       15.2890       15.4936       11.6660         0.000       29.4979        3.5750      0.005022 
          15.            0.       2.12184       15.2894       15.4936       11.5938         0.000       29.3440        3.5555      0.005489 
          16.            0.       2.11575       15.2894       15.4936       11.5271         0.000       29.1725        3.5360      0.005973 
          17.            0.       2.11048       15.2893       15.4936       11.4659         0.000       28.9952        3.5063      0.006350 
          18.            0.       2.10372       15.2889       15.4936       11.4093       359.999       28.8387        3.4869      0.006889 
          19.            0.       2.09664       15.2883       15.4936       11.3564       359.997       28.6685        3.4674      0.007438 
          20.            0.       2.09050       15.2876       15.4936       11.3075       359.996       28.4934        3.4379      0.007870 
          21.            0.       2.08315       15.2868       15.4936       11.2604       359.996       28.3364        3.4184      0.008450 
          22.            0.       2.07569       15.2858       15.4936       11.2162       359.996       28.1860        3.3990      0.009040 
          23.            0.       2.07011       15.2848       15.4936       11.1388       359.996       28.0286        3.3797      0.009650 
          24.            0.       2.06572       15.2841       15.4936       11.0566       359.996       27.8740        3.3502      0.010164 
          25.            0.       2.05567       15.2836       15.4936       11.0047       359.968       27.7735        3.3311      0.011136 
          26.            0.       2.04255       15.2833       15.4936       10.9758       359.951       27.6704        3.3123      0.012287 
          27.            0.       2.03294       15.2831       15.4936       10.9226       359.943       27.5340        3.2932      0.013183 
          28.            0.       2.02333       15.2832       15.4936       10.8794       359.877       27.3914        3.2640      0.014006 
          29.            0.       2.01275       15.2835       15.4936       10.8352       359.809       27.2616        3.2450      0.014955 
          30.            0.       2.00200       15.2838       15.4936       10.7929       359.743       27.1191        3.2259      0.015898 
          31.            0.       1.99213       15.2843       15.4936       10.7545       359.676       26.9678        3.1967      0.016713 
          32.            0.       1.98130       15.2849       15.4936       10.7161       359.614       26.8487        3.1777      0.017672 
          33.            0.       1.96945       15.2855       15.4936       10.6781       359.557       26.7409        3.1688      0.018757 
          34.            0.       1.96028       15.2862       15.4936       10.6322       359.543       26.6170        3.1496      0.019583 
          35.            0.       1.95257       15.2870       15.4936       10.5703       359.543       26.5065        3.1304      0.020384 
          36.            0.       1.94389       15.2878       15.4936       10.5056       359.547       26.4007        3.1213      0.021323 
          37.            0.       1.93597       15.2888       15.4936       10.4453       359.552       26.2791        3.1021      0.022128 
          38.            0.       1.92756       15.2899       15.4936       10.3892       359.558       26.1528        3.0830      0.022954 
          39.            0.       1.91827       15.2911       15.4936       10.3415       359.555       26.0470        3.0638      0.023839 
          40.            0.       1.90739       15.2924       15.4936       10.2976       359.544       25.9470        3.0549      0.024883 
          41.            0.       1.89740       15.2937       15.4936       10.2582       359.531       25.8293        3.0358      0.025781 
          42.            0.       1.88718       15.2950       15.4936       10.2214       359.517       25.7049        3.0167      0.026683 
