%
%
% Run:1     Table:curve             SWAN version:41.20A
%
%       Xp            Yp            Hsig          TPsmoo        RTpeak        Tm_10         Dir           Dspr          Depth         Setup    
%       [m]           [m]           [m]           [sec]         [sec]         [sec]         [degr]        [degr]        [m]           [m]      
%
           0.            0.       0.46033        2.2941        2.4105        2.0530         0.000       31.6130        7.6500      0.000000 
           1.            0.       0.46181        2.2940        2.4105        2.0498         0.000       31.6640        7.6400     -0.000002 
           2.            0.       0.46326        2.2939        2.4105        2.0467         0.000       31.7144        7.6200     -0.000005 
           3.            0.       0.46469        2.2937        2.4105        2.0438         0.000       31.7644        7.6000     -0.000007 
           4.            0.       0.46610        2.2936        2.4105        2.0410         0.000       31.8139        7.5900     -0.000009 
           5.            0.       0.46749        2.2935        2.4105        2.0384         0.000       31.8630        7.5800     -0.000012 
           6.            0.       0.46886        2.2934        2.4105        2.0358         0.000       31.9115        7.5600     -0.000014 
           7.            0.       0.47020        2.2933        2.4105        2.0334         0.000       31.9596        7.5500     -0.000017 
           8.            0.       0.47153        2.2933        2.4105        2.0312         0.000       32.0072        7.5400     -0.000019 
           9.            0.       0.47283        2.2932        2.4105        2.0290         0.000       32.0543        7.5200     -0.000021 
          10.            0.       0.47412        2.2931        2.4105        2.0269         0.000       32.1009        7.5100     -0.000024 
          11.            0.       0.47539        2.2931        2.4105        2.0249         0.000       32.1469        7.5000     -0.000026 
          12.            0.       0.47664        2.2930        2.4105        2.0230         0.000       32.1925        7.4800     -0.000029 
          13.            0.       0.47788        2.2930        2.4105        2.0212         0.000       32.2375        7.4700     -0.000031 
          14.            0.       0.47910        2.2929        2.4105        2.0195         0.000       32.2819        7.4600     -0.000033 
          15.            0.       0.48031        2.2929        2.4105        2.0179         0.000       32.3258        7.4400     -0.000036 
          16.            0.       0.48150        2.2928        2.4105        2.0164         0.000       32.3691        7.4300     -0.000038 
          17.            0.       0.48267        2.2928        2.4105        2.0149         0.000       32.4119        7.4200     -0.000041 
          18.            0.       0.48383        2.2928        2.4105        2.0135         0.000       32.4539        7.4000     -0.000043 
          19.            0.       0.48498        2.2928        2.4105        2.0122         0.000       32.4955        7.3900     -0.000046 
          20.            0.       0.48612        2.2927        2.4105        2.0109         0.000       32.5363        7.3800     -0.000048 
          21.            0.       0.48724        2.2927        2.4105        2.0097         0.000       32.5765        7.3599     -0.000050 
          22.            0.       0.48834        2.2927        2.4105        2.0086         0.000       32.6161        7.3499     -0.000053 
          23.            0.       0.48943        2.2927        2.4105        2.0075         0.000       32.6549        7.3299     -0.000055 
          24.            0.       0.49051        2.2927        2.4105        2.0065         0.000       32.6931        7.3199     -0.000058 
          25.            0.       0.49158        2.2927        2.4105        2.0055         0.000       32.7306        7.2999     -0.000060 
          26.            0.       0.49263        2.2927        2.4105        2.0046         0.000       32.7675        7.2899     -0.000062 
          27.            0.       0.49367        2.2927        2.4105        2.0038         0.000       32.8036        7.2699     -0.000065 
          28.            0.       0.49470        2.2927        2.4105        2.0030         0.000       32.8380        7.2599     -0.000067 
          29.            0.       0.49571        2.2928        2.4105        2.0023         0.000       32.8707        7.2399     -0.000070 
          30.            0.       0.49669        2.2927        2.4105        2.0015         0.000       32.9027        7.1299     -0.000072 
          31.            0.       0.49765        2.2927        2.4105        2.0008         0.000       32.9337        7.0099     -0.000075 
          32.            0.       0.49859        2.2927        2.4105        2.0001         0.000       32.9637        6.8899     -0.000078 
          33.            0.       0.49951        2.2927        2.4105        1.9994         0.000       32.9927        6.7699     -0.000080 
          34.            0.       0.50042        2.2927        2.4105        1.9988         0.000       33.0206        6.6499     -0.000083 
          35.            0.       0.50130        2.2926        2.4105        1.9982         0.000       33.0474        6.5299     -0.000086 
          36.            0.       0.50218        2.2926        2.4105        1.9976         0.000       33.0731        6.4099     -0.000089 
          37.            0.       0.50303        2.2926        2.4105        1.9970         0.000       33.0975        6.2899     -0.000092 
          38.            0.       0.50386        2.2925        2.4105        1.9965         0.001       33.1207        6.1699     -0.000096 
          39.            0.       0.50467        2.2924        2.4105        1.9960         0.001       33.1426        6.0499     -0.000099 
          40.            0.       0.50546        2.2923        2.4105        1.9955         0.001       33.1628        5.9299     -0.000102 
          41.            0.       0.50623        2.2922        2.4105        1.9949         0.001       33.1811        5.8099     -0.000106 
          42.            0.       0.50696        2.2921        2.4105        1.9944         0.001       33.1981        5.6799     -0.000110 
          43.            0.       0.50767        2.2920        2.4105        1.9939         0.001       33.2134        5.5499     -0.000114 
          44.            0.       0.50834        2.2918        2.4105        1.9934         0.001       33.2269        5.4199     -0.000118 
          45.            0.       0.50897        2.2916        2.4105        1.9929       359.999       33.2389        5.2899     -0.000123 
          46.            0.       0.50958        2.2913        2.4105        1.9924       359.997       33.2489        5.1699     -0.000128 
          47.            0.       0.51014        2.2910        2.4105        1.9918       359.995       33.2567        5.0399     -0.000133 
          48.            0.       0.51067        2.2907        2.4105        1.9912       359.992       33.2619        4.9099     -0.000139 
          49.            0.       0.51116        2.2903        2.4105        1.9905       359.989       33.2642        4.7799     -0.000145 
          50.            0.       0.51160        2.2899        2.4105        1.9898       359.986       33.2644        4.6498     -0.000152 
          51.            0.       0.51200        2.2894        2.4105        1.9891       359.983       33.2625        4.5298     -0.000159 
          52.            0.       0.51231        2.2889        2.4105        1.9884       359.981       33.2577        4.3998     -0.000167 
          53.            0.       0.51256        2.2883        2.4105        1.9875       359.981       33.2505        4.2698     -0.000176 
          54.            0.       0.51273        2.2876        2.4105        1.9866       359.983       33.2388        4.1398     -0.000186 
          55.            0.       0.51282        2.2868        2.4105        1.9856       359.986       33.2245        4.0098     -0.000197 
          56.            0.       0.51286        2.2861        2.4105        1.9847       359.991       33.2068        3.8898     -0.000209 
          57.            0.       0.51277        2.2852        2.4105        1.9836       359.993       33.1854        3.7598     -0.000223 
          58.            0.       0.51256        2.2842        2.4105        1.9824       359.994       33.1583        3.6298     -0.000239 
          59.            0.       0.51224        2.2832        2.4105        1.9811       359.994       33.1242        3.4997     -0.000257 
          60.            0.       0.51188        2.2823        2.4105        1.9799       359.993       33.1089        3.3697     -0.000277 
          61.            0.       0.51277        2.2825        2.4105        1.9805       359.992       33.1375        3.3897     -0.000279 
          62.            0.       0.51432        2.2834        2.4105        1.9823       359.991       33.1956        3.4897     -0.000272 
          63.            0.       0.51583        2.2843        2.4105        1.9840       359.990       33.2592        3.5897     -0.000265 
          64.            0.       0.51729        2.2851        2.4105        1.9857       359.990       33.3197        3.6897     -0.000260 
          65.            0.       0.51867        2.2860        2.4105        1.9872       359.990       33.3723        3.7897     -0.000256 
          66.            0.       0.51993        2.2867        2.4105        1.9886       359.989       33.4184        3.8797     -0.000253 
          67.            0.       0.52120        2.2874        2.4105        1.9900       359.989       33.4599        3.9798     -0.000250 
          68.            0.       0.52239        2.2882        2.4105        1.9914       359.989       33.4970        4.0798     -0.000248 
          69.            0.       0.52344        2.2887        2.4105        1.9925       359.988       33.4997        4.1798     -0.000246 
