%
%
% Run:1     Table:curve             SWAN version:41.20A
%
%       Xp            Yp            Hsig          TPsmoo        RTpeak        Tm_10         Dir           Dspr          Depth         Setup    
%       [m]           [m]           [m]           [sec]         [sec]         [sec]         [degr]        [degr]        [m]           [m]      
%
           0.            0.       1.18867        5.0188        5.1860        4.5145         0.000       31.5162        8.7200      0.000000 
           1.            0.       1.18874        5.0188        5.1860        4.5132         0.000       31.4884        8.7000     -0.000009 
           2.            0.       1.18882        5.0188        5.1860        4.5119         0.000       31.4608        8.6800     -0.000018 
           3.            0.       1.18890        5.0188        5.1860        4.5107         0.000       31.4331        8.6600     -0.000027 
           4.            0.       1.18898        5.0187        5.1860        4.5094         0.000       31.4056        8.6400     -0.000036 
           5.            0.       1.18907        5.0187        5.1860        4.5081         0.000       31.3783        8.6200     -0.000045 
           6.            0.       1.18912        5.0187        5.1860        4.5068         0.000       31.3465        8.5999     -0.000054 
           7.            0.       1.18909        5.0188        5.1860        4.5055         0.000       31.3136        8.5699     -0.000066 
           8.            0.       1.18917        5.0188        5.1860        4.5042         0.000       31.2846        8.5499     -0.000075 
           9.            0.       1.18926        5.0188        5.1860        4.5029         0.000       31.2573        8.5299     -0.000084 
          10.            0.       1.18935        5.0188        5.1860        4.5016         0.000       31.2311        8.5099     -0.000094 
          11.            0.       1.18945        5.0188        5.1860        4.5003         0.000       31.2055        8.4899     -0.000103 
          12.            0.       1.18956        5.0188        5.1860        4.4990         0.000       31.1814        8.4699     -0.000112 
          13.            0.       1.18968        5.0188        5.1860        4.4977         0.000       31.1586        8.4499     -0.000122 
          14.            0.       1.18980        5.0189        5.1860        4.4963         0.000       31.1357        8.4299     -0.000131 
          15.            0.       1.18992        5.0189        5.1860        4.4948         0.000       31.1081        8.4099     -0.000141 
          16.            0.       1.19002        5.0189        5.1860        4.4928         0.000       31.0790        8.3798     -0.000154 
          17.            0.       1.19025        5.0189        5.1860        4.4907         0.000       31.0536        8.3598     -0.000164 
          18.            0.       1.19055        5.0188        5.1860        4.4883         0.000       31.0285        8.3398     -0.000174 
          19.            0.       1.19086        5.0188        5.1860        4.4858         0.001       31.0037        8.3198     -0.000184 
