%
%
% Run:1     Table:curve             SWAN version:41.20A
%
%       Xp            Yp            Hsig          TPsmoo        RTpeak        Tm_10         Dir           Dspr          Depth         Setup    
%       [m]           [m]           [m]           [sec]         [sec]         [sec]         [degr]        [degr]        [m]           [m]      
%
           0.            0.       2.01890       14.4540       13.8874       13.2447         0.009       31.5796       10.4000      0.000000 
           1.            0.       2.01940       14.4548       13.8874       13.2330         0.009       31.5223       10.3800     -0.000023 
           2.            0.       2.01968       14.4556       13.8874       13.2212         0.009       31.4458       10.3600     -0.000045 
           3.            0.       2.02036       14.4566       13.8874       13.2099         0.009       31.3446       10.3199     -0.000092 
           4.            0.       2.02120       14.4575       13.8874       13.1987         0.009       31.2560       10.2799     -0.000141 
           5.            0.       2.02162       14.4584       13.8874       13.1870         0.009       31.1902       10.2598     -0.000164 
           6.            0.       2.02213       14.4592       13.8874       13.1753         0.009       31.1365       10.2398     -0.000187 
           7.            0.       2.02256       14.4601       13.8874       13.1636         0.009       31.0858       10.2198     -0.000208 
           8.            0.       2.02333       14.4610       13.8874       13.1523         0.009       31.0341       10.1898     -0.000242 
           9.            0.       2.02385       14.4618       13.8874       13.1407         0.009       30.9894       10.1697     -0.000264 
          10.            0.       2.02430       14.4627       13.8874       13.1290         0.009       30.9397       10.1497     -0.000286 
          11.            0.       2.02509       14.4636       13.8874       13.1177         0.009       30.8885       10.1197     -0.000321 
          12.            0.       2.02562       14.4645       13.8874       13.1062         0.009       30.8444       10.0997     -0.000343 
          13.            0.       2.02620       14.4653       13.8874       13.0946         0.009       30.8025       10.0796     -0.000366 
          14.            0.       2.02669       14.4662       13.8874       13.0831         0.010       30.7544       10.0596     -0.000389 
          15.            0.       2.02751       14.4671       13.8874       13.0718         0.010       30.7041       10.0296     -0.000426 
          16.            0.       2.02807       14.4680       13.8874       13.0603         0.010       30.6603       10.0096     -0.000449 
          17.            0.       2.02857       14.4689       13.8874       13.0488         0.010       30.6114        9.9895     -0.000473 
          18.            0.       2.02940       14.4698       13.8874       13.0376         0.010       30.5608        9.9595     -0.000510 
          19.            0.       2.02998       14.4707       13.8874       13.0261         0.010       30.5170        9.9395     -0.000535 
          20.            0.       2.03060       14.4716       13.8874       13.0147         0.010       30.4753        9.9194     -0.000559 
          21.            0.       2.03113       14.4724       13.8874       13.0032         0.010       30.4272        9.8994     -0.000584 
          22.            0.       2.03200       14.4734       13.8874       12.9921         0.010       30.3769        9.8694     -0.000623 
          23.            0.       2.03260       14.4743       13.8874       12.9806         0.010       30.3331        9.8494     -0.000649 
          24.            0.       2.03305       14.4752       13.8874       12.9692         0.010       30.2773        9.8293     -0.000673 
          25.            0.       2.03373       14.4761       13.8874       12.9583         0.010       30.1819        9.7893     -0.000726 
          26.            0.       2.03508       14.4773       13.8874       12.9484         0.010       30.0518        9.7192     -0.000821 
          27.            0.       2.03636       14.4784       13.8874       12.9381         0.010       29.9105        9.6491     -0.000919 
          28.            0.       2.03766       14.4796       13.8874       12.9277         0.010       29.7653        9.5790     -0.001019 
          29.            0.       2.03902       14.4808       13.8874       12.9169         0.010       29.6191        9.5089     -0.001122 
          30.            0.       2.04045       14.4820       13.8874       12.9060         0.010       29.4726        9.4388     -0.001228 
          31.            0.       2.04210       14.4832       13.8874       12.8947         0.010       29.3403        9.3687     -0.001337 
          32.            0.       2.04344       14.4844       13.8874       12.8823         0.010       29.2409        9.3186     -0.001417 
          33.            0.       2.04426       14.4855       13.8874       12.8688         0.010       29.1597        9.2885     -0.001465 
          34.            0.       2.04557       14.4867       13.8874       12.8554         0.010       29.0843        9.2485     -0.001531 
          35.            0.       2.04654       14.4879       13.8874       12.8416         0.010       29.0110        9.2184     -0.001580 
          36.            0.       2.04792       14.4890       13.8874       12.8281         0.010       28.9384        9.1784     -0.001648 
          37.            0.       2.04894       14.4902       13.8874       12.8140         0.010       28.8662        9.1483     -0.001700 
