%
%
% Run:1     Table:curve             SWAN version:41.20A
%
%       Xp            Yp            Hsig          TPsmoo        RTpeak        Tm_10         Dir           Dspr          Depth         Setup    
%       [m]           [m]           [m]           [sec]         [sec]         [sec]         [degr]        [degr]        [m]           [m]      
%
           0.            0.       0.78300        3.3909        3.3473        3.1299         0.000       31.5899       13.3800      0.000000 
           1.            0.       0.78377        3.3908        3.3473        3.1279         0.000       31.5942       13.3200     -0.000002 
           2.            0.       0.78453        3.3907        3.3473        3.1259         0.000       31.5985       13.2400     -0.000004 
           3.            0.       0.78528        3.3906        3.3473        3.1239         0.000       31.6028       13.1600     -0.000006 
           4.            0.       0.78604        3.3905        3.3473        3.1219         0.000       31.6070       13.0800     -0.000008 
           5.            0.       0.78680        3.3904        3.3473        3.1198         0.000       31.6114       13.0000     -0.000011 
           6.            0.       0.78755        3.3903        3.3473        3.1178         0.000       31.6158       12.9200     -0.000013 
           7.            0.       0.78830        3.3902        3.3473        3.1158         0.000       31.6202       12.8400     -0.000015 
           8.            0.       0.78905        3.3900        3.3473        3.1138         0.000       31.6246       12.7600     -0.000017 
           9.            0.       0.78979        3.3899        3.3473        3.1117         0.000       31.6289       12.6700     -0.000020 
          10.            0.       0.79053        3.3898        3.3473        3.1097         0.000       31.6331       12.5800     -0.000022 
          11.            0.       0.79127        3.3897        3.3473        3.1076         0.000       31.6374       12.4900     -0.000024 
          12.            0.       0.79200        3.3896        3.3473        3.1056         0.000       31.6417       12.4000     -0.000027 
          13.            0.       0.79273        3.3894        3.3473        3.1035         0.000       31.6460       12.3100     -0.000029 
          14.            0.       0.79346        3.3893        3.3473        3.1015         0.000       31.6504       12.2200     -0.000032 
          15.            0.       0.79418        3.3892        3.3473        3.0994         0.000       31.6548       12.1300     -0.000035 
          16.            0.       0.79490        3.3890        3.3473        3.0974         0.000       31.6591       12.0400     -0.000037 
          17.            0.       0.79562        3.3889        3.3473        3.0953         0.000       31.6635       11.9500     -0.000040 
          18.            0.       0.79633        3.3888        3.3473        3.0932         0.000       31.6679       11.8600     -0.000043 
          19.            0.       0.79704        3.3886        3.3473        3.0912         0.000       31.6724       11.7700     -0.000045 
          20.            0.       0.79775        3.3885        3.3473        3.0891         0.000       31.6770       11.6800     -0.000048 
          21.            0.       0.79845        3.3883        3.3473        3.0870         0.000       31.6815       11.5899     -0.000051 
          22.            0.       0.79914        3.3882        3.3473        3.0850         0.000       31.6860       11.4999     -0.000054 
          23.            0.       0.79983        3.3880        3.3473        3.0829         0.000       31.6907       11.4099     -0.000057 
          24.            0.       0.80053        3.3879        3.3473        3.0809         0.000       31.6954       11.3299     -0.000060 
          25.            0.       0.80121        3.3877        3.3473        3.0788         0.000       31.6996       11.2399     -0.000063 
          26.            0.       0.80188        3.3875        3.3473        3.0767         0.000       31.7035       11.1499     -0.000066 
          27.            0.       0.80255        3.3874        3.3473        3.0747         0.000       31.7076       11.0599     -0.000069 
          28.            0.       0.80321        3.3872        3.3473        3.0726         0.000       31.7118       10.9699     -0.000072 
          29.            0.       0.80387        3.3870        3.3473        3.0706         0.000       31.7159       10.8799     -0.000076 
          30.            0.       0.80451        3.3868        3.3473        3.0685         0.000       31.7203       10.7899     -0.000079 
          31.            0.       0.80516        3.3867        3.3473        3.0664         0.000       31.7251       10.6999     -0.000083 
