%
%
% Run:1     Table:curve             SWAN version:41.20A
%
%       Xp            Yp            Hsig          TPsmoo        RTpeak        Tm_10         Dir           Dspr          Depth         Setup    
%       [m]           [m]           [m]           [sec]         [sec]         [sec]         [degr]        [degr]        [m]           [m]      
%
           0.            0.       0.90668        8.6843        8.9638        7.7895         0.037       31.9663        8.3100      0.000004 
           1.            0.       0.90675        8.6843        8.9638        7.7889         0.037       31.9667        8.3100      0.000003 
           2.            0.       0.90681        8.6843        8.9638        7.7883         0.037       31.9671        8.3100      0.000003 
           3.            0.       0.90688        8.6842        8.9638        7.7877         0.037       31.9675        8.3100      0.000002 
           4.            0.       0.90694        8.6842        8.9638        7.7871         0.037       31.9679        8.3100      0.000002 
           5.            0.       0.90701        8.6842        8.9638        7.7864         0.037       31.9683        8.3100      0.000001 
           6.            0.       0.90708        8.6842        8.9638        7.7858         0.037       31.9688        8.3100      0.000001 
           7.            0.       0.90714        8.6842        8.9638        7.7852         0.037       31.9692        8.3100      0.000000 
           8.            0.       0.90721        8.6842        8.9638        7.7845         0.037       31.9697        8.3100     -0.000000 
           9.            0.       0.90728        8.6842        8.9638        7.7839         0.037       31.9701        8.3100     -0.000001 
          10.            0.       0.90735        8.6842        8.9638        7.7832         0.037       31.9706        8.3100     -0.000001 
          11.            0.       0.90742        8.6842        8.9638        7.7826         0.038       31.9710        8.3100     -0.000001 
          12.            0.       0.90748        8.6841        8.9638        7.7819         0.038       31.9715        8.3100     -0.000002 
          13.            0.       0.90755        8.6841        8.9638        7.7812         0.038       31.9720        8.3100     -0.000002 
          14.            0.       0.90762        8.6841        8.9638        7.7806         0.038       31.9725        8.3100     -0.000003 
          15.            0.       0.90769        8.6841        8.9638        7.7799         0.038       31.9730        8.3100     -0.000003 
          16.            0.       0.90776        8.6841        8.9638        7.7792         0.038       31.9735        8.3100     -0.000004 
          17.            0.       0.90783        8.6841        8.9638        7.7785         0.038       31.9740        8.3100     -0.000004 
          18.            0.       0.90790        8.6841        8.9638        7.7778         0.038       31.9746        8.3100     -0.000005 
          19.            0.       0.90798        8.6841        8.9638        7.7771         0.038       31.9751        8.3100     -0.000005 
          20.            0.       0.90805        8.6841        8.9638        7.7764         0.038       31.9757        8.3100     -0.000006 
          21.            0.       0.90812        8.6841        8.9638        7.7757         0.038       31.9762        8.3100     -0.000006 
          22.            0.       0.90819        8.6840        8.9638        7.7750         0.038       31.9768        8.3100     -0.000007 
          23.            0.       0.90827        8.6840        8.9638        7.7743         0.038       31.9774        8.3100     -0.000007 
          24.            0.       0.90834        8.6840        8.9638        7.7736         0.038       31.9780        8.3100     -0.000008 
          25.            0.       0.90841        8.6840        8.9638        7.7728         0.038       31.9786        8.3100     -0.000008 
          26.            0.       0.90849        8.6840        8.9638        7.7721         0.038       31.9792        8.3100     -0.000009 
          27.            0.       0.90856        8.6840        8.9638        7.7713         0.038       31.9798        8.3100     -0.000009 
          28.            0.       0.90864        8.6840        8.9638        7.7706         0.039       31.9804        8.3100     -0.000009 
          29.            0.       0.90871        8.6840        8.9638        7.7698         0.039       31.9810        8.3100     -0.000010 
          30.            0.       0.90879        8.6840        8.9638        7.7690         0.039       31.9813        8.3100     -0.000010 
          31.            0.       0.90894        8.6840        8.9638        7.7683         0.039       31.9963        8.3100     -0.000011 
          32.            0.       0.90909        8.6839        8.9638        7.7674         0.039       32.0298        8.3200     -0.000009 
          33.            0.       0.90919        8.6839        8.9638        7.7664         0.039       32.0536        8.3300     -0.000006 
          34.            0.       0.90940        8.6839        8.9638        7.7655         0.039       32.0751        8.3300     -0.000007 
          35.            0.       0.90961        8.6838        8.9638        7.7637         0.039       32.1086        8.3400     -0.000004 
          36.            0.       0.90980        8.6838        8.9638        7.7614         0.039       32.1296        8.3500     -0.000002 
          37.            0.       0.91011        8.6838        8.9638        7.7590         0.039       32.1482        8.3500     -0.000003 
          38.            0.       0.91018        8.6837        8.9638        7.7560         0.039       32.1409        8.3600      0.000000 
          39.            0.       0.90977        8.6837        8.9638        7.7529         0.039       31.9808        8.3400     -0.000006 
          40.            0.       0.90968        8.6841        8.9638        7.7518         0.039       31.6540        8.2100     -0.000049 
          41.            0.       0.90951        8.6846        8.9638        7.7507         0.039       31.2978        8.0699     -0.000096 
          42.            0.       0.90940        8.6850        8.9638        7.7496         0.039       30.9834        7.9299     -0.000143 
          43.            0.       0.90941        8.6855        8.9638        7.7486         0.039       30.6637        7.7898     -0.000194 
          44.            0.       0.90957        8.6859        8.9638        7.7475         0.039       30.3414        7.6498     -0.000247 
          45.            0.       0.90990        8.6864        8.9638        7.7460         0.039       30.0180        7.5097     -0.000304 
          46.            0.       0.91041        8.6869        8.9638        7.7443         0.039       29.6944        7.3696     -0.000365 
          47.            0.       0.91107        8.6874        8.9638        7.7426         0.039       29.3704        7.2296     -0.000430 
          48.            0.       0.91189        8.6879        8.9638        7.7409         0.039       29.0470        7.0895     -0.000498 
          49.            0.       0.91271        8.6884        8.9638        7.7390         0.039       28.7112        6.9494     -0.000570 
          50.            0.       0.90685        8.6891        8.9638        7.7351         0.038       26.6724        6.7593     -0.000686 
          51.            0.       0.96258        8.6998        8.9638        7.8248         0.034       23.9096        4.1367     -0.003309 
          52.            0.       0.95999        8.7003        8.9638        7.7983         0.034       23.1000        4.1367     -0.003306 
          53.            0.       0.95992        8.7009        8.9638        7.7720         0.033       22.8252        4.1367     -0.003307 
          54.            0.       0.96110        8.7016        8.9638        7.7460         0.033       22.7319        4.1267     -0.003329 
          55.            0.       0.96223        8.7021        8.9638        7.7198         0.033       22.7092        4.1267     -0.003333 
          56.            0.       0.96345        8.7027        8.9638        7.6938         0.034       22.7024        4.1267     -0.003337 
          57.            0.       0.96511        8.7032        8.9638        7.6682         0.034       22.7013        4.1166     -0.003361 
          58.            0.       0.96648        8.7037        8.9638        7.6420         0.034       22.7126        4.1166     -0.003366 
          59.            0.       0.96794        8.7042        8.9638        7.6153         0.035       22.7289        4.1166     -0.003372 
          60.            0.       0.96948        8.7046        8.9638        7.5879         0.035       22.7490        4.1166     -0.003378 
          61.            0.       0.97113        8.7051        8.9638        7.5596         0.037       22.7737        4.1166     -0.003385 
          62.            0.       0.97298        8.7054        8.9638        7.5298         0.039       22.8184        4.1166     -0.003392 
          63.            0.       0.97461        8.7058        8.9638        7.4981         0.042       22.8739        4.1266     -0.003381 
          64.            0.       0.97677        8.7061        8.9638        7.4657         0.046       22.9373        4.1266     -0.003390 
          65.            0.       0.97866        8.7063        8.9638        7.4319         0.054       23.0139        4.1366     -0.003380 
