 WAVE HEIGHT COMPUTATIONS FOR FLOOD INSURANCE STUDIES (WHAFIS VERSION 4.0G, 08_2007)
 Executed on: Wed Feb 26 13:21:30 2020
 Input file:  C:\FEMA-TransectAnalysis\LOMR-TransectAnalysis-Harpswell\Additional_Transects\3_whafis\whafis4\CM-158-1.dat                     
 Output file: C:\FEMA-TransectAnalysis\LOMR-TransectAnalysis-Harpswell\Additional_Transects\3_whafis\whafis4\CM-158-1.out                     



                                                              header                                                                
                                                     THIS IS A 100-YEAR CASE


                                       THE FOLLOWING NON-DEFAULT WIND SPEEDS ARE BEING USED
                                            WINDIF  56.14  WINDOF  56.14  WINDVH  60.00

                                                             PART1 INPUT

          IE      0.000    -15.456      1.000      1.000      8.816      2.850      2.713     56.140      0.006      0.000
          OF      1.000    -15.450      0.000      8.816      0.000      0.000      0.000      0.000      0.005      0.000
          OF      2.000    -15.445      0.000      8.816      0.000      0.000      0.000      0.000      0.005      0.000
          OF      3.000    -15.440      0.000      8.816      0.000      0.000      0.000      0.000      0.005      0.000
          OF      4.000    -15.434      0.000      8.816      0.000      0.000      0.000      0.000      0.005      0.000
          OF      5.000    -15.429      0.000      8.816      0.000      0.000      0.000      0.000      0.005      0.000
          OF      6.000    -15.424      0.000      8.816      0.000      0.000      0.000      0.000      0.005      0.000
          OF      7.000    -15.418      0.000      8.816      0.000      0.000      0.000      0.000      0.005      0.000
          OF      8.000    -15.413      0.000      8.816      0.000      0.000      0.000      0.000      0.005      0.000
          OF      9.000    -15.407      0.000      8.816      0.000      0.000      0.000      0.000      0.005      0.000
          OF     10.000    -15.402      0.000      8.816      0.000      0.000      0.000      0.000      0.005      0.000
          OF     11.000    -15.397      0.000      8.816      0.000      0.000      0.000      0.000      0.005      0.000
          OF     12.000    -15.391      0.000      8.816      0.000      0.000      0.000      0.000      0.005      0.000
          OF     13.000    -15.386      0.000      8.816      0.000      0.000      0.000      0.000      0.005      0.000
          OF     14.000    -15.380      0.000      8.816      0.000      0.000      0.000      0.000      0.005      0.000
          OF     15.000    -15.375      0.000      8.816      0.000      0.000      0.000      0.000      0.005      0.000
          OF     16.000    -15.370      0.000      8.816      0.000      0.000      0.000      0.000      0.005      0.000
          OF     17.000    -15.364      0.000      8.816      0.000      0.000      0.000      0.000      0.005      0.000
          OF     18.000    -15.359      0.000      8.816      0.000      0.000      0.000      0.000      0.005      0.000
          OF     19.000    -15.354      0.000      8.816      0.000      0.000      0.000      0.000      0.005      0.000
          OF     20.000    -15.348      0.000      8.816      0.000      0.000      0.000      0.000      0.005      0.000
          OF     21.000    -15.343      0.000      8.816      0.000      0.000      0.000      0.000      0.005      0.000
          OF     22.000    -15.337      0.000      8.816      0.000      0.000      0.000      0.000      0.005      0.000
          OF     23.000    -15.332      0.000      8.816      0.000      0.000      0.000      0.000      0.005      0.000
          OF     24.000    -15.327      0.000      8.816      0.000      0.000      0.000      0.000      0.005      0.000
          OF     25.000    -15.321      0.000      8.816      0.000      0.000      0.000      0.000      0.005      0.000
          OF     26.000    -15.316      0.000      8.816      0.000      0.000      0.000      0.000      0.005      0.000
          OF     27.000    -15.310      0.000      8.816      0.000      0.000      0.000      0.000      0.005      0.000
          OF     28.000    -15.305      0.000      8.816      0.000      0.000      0.000      0.000      0.005      0.000
          OF     29.000    -15.300      0.000      8.816      0.000      0.000      0.000      0.000      0.005      0.000
          OF     30.000    -15.294      0.000      8.816      0.000      0.000      0.000      0.000      0.005      0.000
          OF     31.000    -15.289      0.000      8.817      0.000      0.000      0.000      0.000      0.005      0.000
          OF     32.000    -15.284      0.000      8.817      0.000      0.000      0.000      0.000      0.005      0.000
          OF     33.000    -15.278      0.000      8.817      0.000      0.000      0.000      0.000      0.005      0.000
          OF     34.000    -15.273      0.000      8.817      0.000      0.000      0.000      0.000      0.005      0.000
          OF     35.000    -15.267      0.000      8.817      0.000      0.000      0.000      0.000      0.005      0.000
          OF     36.000    -15.262      0.000      8.817      0.000      0.000      0.000      0.000      0.005      0.000
          OF     37.000    -15.257      0.000      8.817      0.000      0.000      0.000      0.000      0.005      0.000
          OF     38.000    -15.251      0.000      8.817      0.000      0.000      0.000      0.000      0.005      0.000
          OF     39.000    -15.246      0.000      8.817      0.000      0.000      0.000      0.000      0.005      0.000
          OF     40.000    -15.241      0.000      8.817      0.000      0.000      0.000      0.000      0.005      0.000
          OF     41.000    -15.235      0.000      8.817      0.000      0.000      0.000      0.000      0.005      0.000
          OF     42.000    -15.230      0.000      8.817      0.000      0.000      0.000      0.000      0.005      0.000
          OF     43.000    -15.224      0.000      8.817      0.000      0.000      0.000      0.000      0.005      0.000
          OF     44.000    -15.219      0.000      8.817      0.000      0.000      0.000      0.000      0.005      0.000
          OF     45.000    -15.214      0.000      8.817      0.000      0.000      0.000      0.000      0.005      0.000
          OF     46.000    -15.208      0.000      8.817      0.000      0.000      0.000      0.000      0.005      0.000
          OF     47.000    -15.204      0.000      8.817      0.000      0.000      0.000      0.000      0.004      0.000
          OF     48.000    -15.200      0.000      8.817      0.000      0.000      0.000      0.000      0.004      0.000
          OF     49.000    -15.197      0.000      8.817      0.000      0.000      0.000      0.000      0.003      0.000
          OF     50.000    -15.194      0.000      8.817      0.000      0.000      0.000      0.000      0.004      0.000
          OF     51.000    -15.190      0.000      8.817      0.000      0.000      0.000      0.000      0.004      0.000
          OF     52.000    -15.187      0.000      8.817      0.000      0.000      0.000      0.000      0.003      0.000
          OF     53.000    -15.184      0.000      8.817      0.000      0.000      0.000      0.000      0.003      0.000
          OF     54.000    -15.181      0.000      8.817      0.000      0.000      0.000      0.000      0.004      0.000
          OF     55.000    -15.177      0.000      8.817      0.000      0.000      0.000      0.000      0.004      0.000
          OF     56.000    -15.174      0.000      8.817      0.000      0.000      0.000      0.000      0.003      0.000
          OF     57.000    -15.171      0.000      8.817      0.000      0.000      0.000      0.000      0.004      0.000
          OF     58.000    -15.167      0.000      8.817      0.000      0.000      0.000      0.000      0.004      0.000
          OF     59.000    -15.164      0.000      8.817      0.000      0.000      0.000      0.000      0.003      0.000
          OF     60.000    -15.161      0.000      8.817      0.000      0.000      0.000      0.000      0.004      0.000
          OF     61.000    -15.157      0.000      8.817      0.000      0.000      0.000      0.000      0.004      0.000
          OF     62.000    -15.154      0.000      8.817      0.000      0.000      0.000      0.000      0.003      0.000
          OF     63.000    -15.151      0.000      8.817      0.000      0.000      0.000      0.000      0.004      0.000
          OF     64.000    -15.147      0.000      8.817      0.000      0.000      0.000      0.000      0.004      0.000
          OF     65.000    -15.144      0.000      8.817      0.000      0.000      0.000      0.000      0.003      0.000
          OF     66.000    -15.141      0.000      8.817      0.000      0.000      0.000      0.000      0.004      0.000
          OF     67.000    -15.137      0.000      8.817      0.000      0.000      0.000      0.000      0.004      0.000
          OF     68.000    -15.134      0.000      8.817      0.000      0.000      0.000      0.000      0.003      0.000
          OF     69.000    -15.131      0.000      8.817      0.000      0.000      0.000      0.000      0.004      0.000
          OF     70.000    -15.127      0.000      8.817      0.000      0.000      0.000      0.000      0.004      0.000
          OF     71.000    -15.124      0.000      8.817      0.000      0.000      0.000      0.000      0.083      0.000
          OF     72.000    -14.960      0.000      8.817      0.000      0.000      0.000      0.000      0.321      0.000
