 WAVE HEIGHT COMPUTATIONS FOR FLOOD INSURANCE STUDIES (WHAFIS VERSION 4.0G, 08_2007)
 Executed on: Thu Apr  2 11:05:19 2020
 Input file:  C:\FEMA-TransectAnalysis\LOMR-TransectAnalysis-Kennebunkport\3_whafis\whafis4\YK-109.dat                                        
 Output file: C:\FEMA-TransectAnalysis\LOMR-TransectAnalysis-Kennebunkport\3_whafis\whafis4\YK-109.out                                        



                                                              header                                                                
                                                     THIS IS A 100-YEAR CASE


                                       THE FOLLOWING NON-DEFAULT WIND SPEEDS ARE BEING USED
                                            WINDIF  56.14  WINDOF  56.14  WINDVH  60.00

                                                             PART1 INPUT

          IE      0.000     -5.600      1.000      1.000      9.010     12.098     13.810     56.140      0.015      0.000
          OF      3.300     -5.549      0.000      9.011      0.000      0.000      0.000      0.000      0.015      0.000
          OF      6.600     -5.497      0.000      9.011      0.000      0.000      0.000      0.000      0.016      0.000
          OF      9.800     -5.446      0.000      9.012      0.000      0.000      0.000      0.000      0.016      0.000
          OF     13.100     -5.395      0.000      9.012      0.000      0.000      0.000      0.000      0.015      0.000
          OF     16.400     -5.344      0.000      9.013      0.000      0.000      0.000      0.000      0.015      0.000
          OF     19.700     -5.293      0.000      9.013      0.000      0.000      0.000      0.000      0.015      0.000
          OF     23.000     -5.241      0.000      9.014      0.000      0.000      0.000      0.000      0.016      0.000
          OF     26.200     -5.190      0.000      9.015      0.000      0.000      0.000      0.000      0.016      0.000
          OF     29.500     -5.139      0.000      9.015      0.000      0.000      0.000      0.000      0.015      0.000
          OF     32.800     -5.088      0.000      9.016      0.000      0.000      0.000      0.000      0.014      0.000
          OF     36.100     -5.044      0.000      9.017      0.000      0.000      0.000      0.000      0.011      0.000
          OF     39.400     -5.015      0.000      9.018      0.000      0.000      0.000      0.000      0.009      0.000
          OF     42.700     -4.985      0.000      9.019      0.000      0.000      0.000      0.000      0.009      0.000
          OF     45.900     -4.956      0.000      9.020      0.000      0.000      0.000      0.000      0.009      0.000
          OF     49.200     -4.926      0.000      9.021      0.000      0.000      0.000      0.000      0.009      0.000
          OF     52.500     -4.897      0.000      9.022      0.000      0.000      0.000      0.000      0.009      0.000
          OF     55.800     -4.866      0.000      9.023      0.000      0.000      0.000      0.000      0.010      0.000
          OF     59.100     -4.827      0.000      9.024      0.000      0.000      0.000      0.000      0.012      0.000
          OF     62.300     -4.788      0.000      9.026      0.000      0.000      0.000      0.000      0.012      0.000
          OF     65.600     -4.749      0.000      9.026      0.000      0.000      0.000      0.000      0.012      0.000
          OF     68.900     -4.710      0.000      9.028      0.000      0.000      0.000      0.000      0.012      0.000
          OF     72.200     -4.670      0.000      9.029      0.000      0.000      0.000      0.000      0.012      0.000
          OF     75.500     -4.631      0.000      9.030      0.000      0.000      0.000      0.000      0.012      0.000
          OF     78.700     -4.592      0.000      9.031      0.000      0.000      0.000      0.000      0.012      0.000
          OF     82.000     -4.553      0.000      9.032      0.000      0.000      0.000      0.000      0.012      0.000
          OF     85.300     -4.514      0.000      9.034      0.000      0.000      0.000      0.000      0.012      0.000
          OF     88.600     -4.475      0.000      9.035      0.000      0.000      0.000      0.000      0.012      0.000
          OF     91.900     -4.435      0.000      9.036      0.000      0.000      0.000      0.000      0.012      0.000
          OF     95.100     -4.396      0.000      9.038      0.000      0.000      0.000      0.000      0.012      0.000
          OF     98.400     -4.357      0.000      9.039      0.000      0.000      0.000      0.000      0.012      0.000
          OF    101.700     -4.318      0.000      9.040      0.000      0.000      0.000      0.000      0.012      0.000
          OF    105.000     -4.279      0.000      9.042      0.000      0.000      0.000      0.000      0.012      0.000
          OF    108.300     -4.240      0.000      9.044      0.000      0.000      0.000      0.000      0.012      0.000
          OF    111.500     -4.200      0.000      9.046      0.000      0.000      0.000      0.000      0.012      0.000
          OF    114.800     -4.161      0.000      9.047      0.000      0.000      0.000      0.000      0.010      0.000
          OF    118.100     -4.133      0.000      9.049      0.000      0.000      0.000      0.000      0.005      0.000
          OF    121.400     -4.127      0.000      9.051      0.000      0.000      0.000      0.000      0.002      0.000
          OF    124.700     -4.121      0.000      9.053      0.000      0.000      0.000      0.000      0.002      0.000
          OF    128.000     -4.115      0.000      9.055      0.000      0.000      0.000      0.000      0.002      0.000
          OF    131.200     -4.109      0.000      9.057      0.000      0.000      0.000      0.000      0.002      0.000
          OF    134.500     -4.102      0.000      9.059      0.000      0.000      0.000      0.000      0.002      0.000
          OF    137.800     -4.096      0.000      9.061      0.000      0.000      0.000      0.000      0.002      0.000
          OF    141.100     -4.090      0.000      9.063      0.000      0.000      0.000      0.000      0.002      0.000
          OF    144.400     -4.084      0.000      9.064      0.000      0.000      0.000      0.000      0.002      0.000
          OF    147.600     -4.078      0.000      9.066      0.000      0.000      0.000      0.000      0.002      0.000
          OF    150.900     -4.072      0.000      9.067      0.000      0.000      0.000      0.000      0.002      0.000
          OF    154.200     -4.066      0.000      9.069      0.000      0.000      0.000      0.000      0.002      0.000
          OF    157.500     -4.060      0.000      9.070      0.000      0.000      0.000      0.000      0.002      0.000
          OF    160.800     -4.054      0.000      9.072      0.000      0.000      0.000      0.000      0.002      0.000
          OF    164.000     -4.048      0.000      9.073      0.000      0.000      0.000      0.000      0.002      0.000
          OF    167.300     -4.042      0.000      9.075      0.000      0.000      0.000      0.000      0.002      0.000
          OF    170.600     -4.036      0.000      9.076      0.000      0.000      0.000      0.000      0.002      0.000
          OF    173.900     -4.030      0.000      9.077      0.000      0.000      0.000      0.000      0.002      0.000
          OF    177.200     -4.024      0.000      9.079      0.000      0.000      0.000      0.000      0.002      0.000
          OF    180.400     -4.018      0.000      9.080      0.000      0.000      0.000      0.000      0.002      0.000
          OF    183.700     -4.012      0.000      9.082      0.000      0.000      0.000      0.000      0.002      0.000
          OF    187.000     -4.006      0.000      9.083      0.000      0.000      0.000      0.000      0.001      0.000
          OF    190.300     -4.007      0.000      9.085      0.000      0.000      0.000      0.000      0.003      0.000
          OF    193.600     -3.987      0.000      9.086      0.000      0.000      0.000      0.000      0.016      0.000
          OF    196.800     -3.902      0.000      9.086      0.000      0.000      0.000      0.000      0.026      0.000
          OF    200.100     -3.818      0.000      9.087      0.000      0.000      0.000      0.000      0.026      0.000
          OF    203.400     -3.733      0.000      9.087      0.000      0.000      0.000      0.000      0.026      0.000
          OF    206.700     -3.649      0.000      9.088      0.000      0.000      0.000      0.000      0.026      0.000
          OF    210.000     -3.564      0.000      9.089      0.000      0.000      0.000      0.000      0.026      0.000
          OF    213.300     -3.480      0.000      9.090      0.000      0.000      0.000      0.000      0.026      0.000
          OF    216.500     -3.395      0.000      9.091      0.000      0.000      0.000      0.000      0.026      0.000
          OF    219.800     -3.311      0.000      9.092      0.000      0.000      0.000      0.000      0.026      0.000
          OF    223.100     -3.226      0.000      9.093      0.000      0.000      0.000      0.000      0.026      0.000
          OF    226.400     -3.141      0.000      9.094      0.000      0.000      0.000      0.000      0.026      0.000
          OF    229.700     -3.057      0.000      9.095      0.000      0.000      0.000      0.000      0.026      0.000
          OF    232.900     -2.972      0.000      9.096      0.000      0.000      0.000      0.000      0.026      0.000
          OF    236.200     -2.888      0.000      9.097      0.000      0.000      0.000      0.000      0.026      0.000
          OF    239.500     -2.803      0.000      9.099      0.000      0.000      0.000      0.000      0.026      0.000
          OF    242.800     -2.719      0.000      9.100      0.000      0.000      0.000      0.000      0.026      0.000
          OF    246.100     -2.634      0.000      9.101      0.000      0.000      0.000      0.000      0.026      0.000
          OF    249.300     -2.550      0.000      9.102      0.000      0.000      0.000      0.000      0.026      0.000
          OF    252.600     -2.465      0.000      9.104      0.000      0.000      0.000      0.000      0.026      0.000
          OF    255.900     -2.381      0.000      9.105      0.000      0.000      0.000      0.000      0.026      0.000
          OF    259.200     -2.296      0.000      9.107      0.000      0.000      0.000      0.000      0.026      0.000
          OF    262.500     -2.208      0.000      9.108      0.000      0.000      0.000      0.000      0.029      0.000
          OF    265.700     -2.108      0.000      9.110      0.000      0.000      0.000      0.000      0.031      0.000
          OF    269.000     -2.007      0.000      9.111      0.000      0.000      0.000      0.000      0.024      0.000
          OF    272.300     -1.947      0.000      9.113      0.000      0.000      0.000      0.000      0.017      0.000
          OF    275.600     -1.897      0.000      9.115      0.000      0.000      0.000      0.000      0.015      0.000
          OF    278.900     -1.847      0.000      9.117      0.000      0.000      0.000      0.000      0.015      0.000
          OF    282.200     -1.797      0.000      9.119      0.000      0.000      0.000      0.000      0.015      0.000
          OF    285.400     -1.747      0.000      9.122      0.000      0.000      0.000      0.000      0.015      0.000
          OF    288.700     -1.696      0.000      9.123      0.000      0.000      0.000      0.000      0.015      0.000
          OF    292.000     -1.646      0.000      9.126      0.000      0.000      0.000      0.000      0.015      0.000
          OF    295.300     -1.596      0.000      9.128      0.000      0.000      0.000      0.000      0.016      0.000
          OF    298.600     -1.543      0.000      9.130      0.000      0.000      0.000      0.000      0.017      0.000
          OF    301.800     -1.489      0.000      9.132      0.000      0.000      0.000      0.000      0.017      0.000
          OF    305.100     -1.434      0.000      9.134      0.000      0.000      0.000      0.000      0.016      0.000
          OF    308.400     -1.380      0.000      9.136      0.000      0.000      0.000      0.000      0.016      0.000
          OF    311.700     -1.326      0.000      9.138      0.000      0.000      0.000      0.000      0.016      0.000
          OF    315.000     -1.271      0.000      9.140      0.000      0.000      0.000      0.000      0.017      0.000
          OF    318.200     -1.217      0.000      9.142      0.000      0.000      0.000      0.000      0.017      0.000
          OF    321.500     -1.163      0.000      9.144      0.000      0.000      0.000      0.000      0.016      0.000
          OF    324.800     -1.108      0.000      9.146      0.000      0.000      0.000      0.000      0.016      0.000
          OF    328.100     -1.054      0.000      9.148      0.000      0.000      0.000      0.000      0.016      0.000
          OF    331.400     -1.000      0.000      9.150      0.000      0.000      0.000      0.000      0.017      0.000
          OF    334.600     -0.945      0.000      9.152      0.000      0.000      0.000      0.000      0.017      0.000
          OF    337.900     -0.891      0.000      9.154      0.000      0.000      0.000      0.000      0.016      0.000
          OF    341.200     -0.837      0.000      9.156      0.000      0.000      0.000      0.000      0.016      0.000
          OF    344.500     -0.782      0.000      9.158      0.000      0.000      0.000      0.000      0.016      0.000
          OF    347.800     -0.728      0.000      9.160      0.000      0.000      0.000      0.000      0.017      0.000
          OF    351.000     -0.674      0.000      9.162      0.000      0.000      0.000      0.000      0.017      0.000
          OF    354.300     -0.619      0.000      9.165      0.000      0.000      0.000      0.000      0.016      0.000
          OF    357.600     -0.565      0.000      9.167      0.000      0.000      0.000      0.000      0.016      0.000
          OF    360.900     -0.511      0.000      9.168      0.000      0.000      0.000      0.000      0.016      0.000
          OF    364.200     -0.456      0.000      9.171      0.000      0.000      0.000      0.000      0.017      0.000
          OF    367.500     -0.397      0.000      9.173      0.000      0.000      0.000      0.000      0.021      0.000
          OF    370.700     -0.320      0.000      9.175      0.000      0.000      0.000      0.000      0.024      0.000
          OF    374.000     -0.243      0.000      9.177      0.000      0.000      0.000      0.000      0.023      0.000
          OF    377.300     -0.166      0.000      9.179      0.000      0.000      0.000      0.000      0.023      0.000
          OF    380.600     -0.089      0.000      9.181      0.000      0.000      0.000      0.000      0.023      0.000
          OF    383.900     -0.012      0.000      9.183      0.000      0.000      0.000      0.000      0.023      0.000
          IF    387.100      0.063      0.000      9.185      0.000      0.000      0.000      0.000      0.020      0.000
          IF    390.400      0.119      0.000      9.187      0.000      0.000      0.000      0.000      0.013      0.000
          IF    393.700      0.151      0.000      9.190      0.000      0.000      0.000      0.000      0.010      0.000
          IF    397.000      0.184      0.000      9.193      0.000      0.000      0.000      0.000      0.009      0.000
          IF    400.300      0.209      0.000      9.195      0.000      0.000      0.000      0.000      0.006      0.000
          IF    403.500      0.223      0.000      9.198      0.000      0.000      0.000      0.000      0.006      0.000
          IF    406.800      0.247      0.000      9.201      0.000      0.000      0.000      0.000      0.020      0.000
          IF    410.100      0.354      0.000      9.202      0.000      0.000      0.000      0.000      0.033      0.000
          IF    413.400      0.462      0.000      9.204      0.000      0.000      0.000      0.000      0.036      0.000
          IF    416.700      0.593      0.000      9.206      0.000      0.000      0.000      0.000      0.042      0.000
          IF    419.900      0.737      0.000      9.207      0.000      0.000      0.000      0.000      0.044      0.000
          IF    423.200      0.880      0.000      9.208      0.000      0.000      0.000      0.000      0.037      0.000
          IF    426.500      0.983      0.000      9.211      0.000      0.000      0.000      0.000      0.024      0.000
          IF    429.800      1.037      0.000      9.214      0.000      0.000      0.000      0.000      0.016      0.000
          IF    433.100      1.090      0.000      9.217      0.000      0.000      0.000      0.000      0.023      0.000
          IF    436.400      1.191      0.000      9.219      0.000      0.000      0.000      0.000      0.041      0.000
          IF    439.600      1.357      0.000      9.221      0.000      0.000      0.000      0.000      0.051      0.000
          IF    442.900      1.523      0.000      9.223      0.000      0.000      0.000      0.000      0.049      0.000
          IF    446.200      1.681      0.000      9.226      0.000      0.000      0.000      0.000      0.027      0.000
          IF    449.500      1.699      0.000      9.230      0.000      0.000      0.000      0.000      0.005      0.000
          IF    452.800      1.717      0.000      9.235      0.000      0.000      0.000      0.000      0.005      0.000
          IF    456.000      1.735      0.000      9.239      0.000      0.000      0.000      0.000      0.015      0.000
          IF    459.300      1.814      0.000      9.242      0.000      0.000      0.000      0.000      0.038      0.000
          IF    462.600      1.987      0.000      9.244      0.000      0.000      0.000      0.000      0.052      0.000
          IF    465.900      2.159      0.000      9.247      0.000      0.000      0.000      0.000      0.046      0.000
          IF    469.200      2.290      0.000      9.250      0.000      0.000      0.000      0.000      0.029      0.000
          IF    472.400      2.347      0.000      9.254      0.000      0.000      0.000      0.000      0.017      0.000
          IF    475.700      2.404      0.000      9.258      0.000      0.000      0.000      0.000      0.016      0.000
          IF    479.000      2.455      0.000      9.263      0.000      0.000      0.000      0.000      0.015      0.000
          IF    482.300      2.500      0.000      9.267      0.000      0.000      0.000      0.000      0.014      0.000
          IF    485.600      2.546      0.000      9.272      0.000      0.000      0.000      0.000      0.022      0.000
          IF    488.800      2.646      0.000      9.275      0.000      0.000      0.000      0.000      0.038      0.000
          IF    492.100      2.790      0.000      9.278      0.000      0.000      0.000      0.000      0.039      0.000
          IF    495.400      2.906      0.000      9.281      0.000      0.000      0.000      0.000      0.024      0.000
          IF    498.700      2.949      0.000      9.286      0.000      0.000      0.000      0.000      0.023      0.000
          IF    502.000      3.056      0.000      9.290      0.000      0.000      0.000      0.000      0.033      0.000
          IF    505.200      3.161      0.000      9.294      0.000      0.000      0.000      0.000      0.020      0.000
          IF    508.500      3.184      0.000      9.299      0.000      0.000      0.000      0.000      0.007      0.000
          IF    511.800      3.207      0.000      9.304      0.000      0.000      0.000      0.000      0.012      0.000
          IF    515.100      3.264      0.000      9.308      0.000      0.000      0.000      0.000      0.028      0.000
