 WAVE HEIGHT COMPUTATIONS FOR FLOOD INSURANCE STUDIES (WHAFIS VERSION 4.0G, 08_2007)
 Executed on: Thu Mar  5 16:11:16 2020
 Input file:  C:\FEMA-TransectAnalysis\LOMR-TransectAnalysis-Wells\3_whafis\whafis4\YK-74.dat                                                 
 Output file: C:\FEMA-TransectAnalysis\LOMR-TransectAnalysis-Wells\3_whafis\whafis4\YK-74.out                                                 



                                                              header                                                                
                                                     THIS IS A 100-YEAR CASE


                                       THE FOLLOWING NON-DEFAULT WIND SPEEDS ARE BEING USED
                                            WINDIF  56.14  WINDOF  56.14  WINDVH  60.00

                                                             PART1 INPUT

          IE      0.000    -25.116      1.000      1.000      8.913     29.306     13.900     56.140      0.008      0.000
          OF      3.300    -25.091      0.000      8.914      0.000      0.000      0.000      0.000      0.008      0.000
          OF      6.600    -25.066      0.000      8.916      0.000      0.000      0.000      0.000      0.008      0.000
          OF      9.800    -25.041      0.000      8.918      0.000      0.000      0.000      0.000      0.008      0.000
          OF     13.100    -25.015      0.000      8.920      0.000      0.000      0.000      0.000      0.008      0.000
          OF     16.400    -24.990      0.000      8.921      0.000      0.000      0.000      0.000      0.008      0.000
          OF     19.700    -24.965      0.000      8.923      0.000      0.000      0.000      0.000      0.008      0.000
          OF     23.000    -24.940      0.000      8.925      0.000      0.000      0.000      0.000      0.008      0.000
          OF     26.200    -24.915      0.000      8.927      0.000      0.000      0.000      0.000      0.008      0.000
          OF     29.500    -24.890      0.000      8.929      0.000      0.000      0.000      0.000      0.008      0.000
          OF     32.800    -24.864      0.000      8.931      0.000      0.000      0.000      0.000      0.008      0.000
          OF     36.100    -24.839      0.000      8.932      0.000      0.000      0.000      0.000      0.008      0.000
          OF     39.400    -24.814      0.000      8.934      0.000      0.000      0.000      0.000      0.008      0.000
          OF     42.700    -24.789      0.000      8.936      0.000      0.000      0.000      0.000      0.008      0.000
          OF     45.900    -24.764      0.000      8.938      0.000      0.000      0.000      0.000      0.008      0.000
          OF     49.200    -24.739      0.000      8.940      0.000      0.000      0.000      0.000      0.008      0.000
          OF     52.500    -24.712      0.000      8.942      0.000      0.000      0.000      0.000      0.009      0.000
          OF     55.800    -24.681      0.000      8.944      0.000      0.000      0.000      0.000      0.009      0.000
          OF     59.100    -24.650      0.000      8.946      0.000      0.000      0.000      0.000      0.009      0.000
          OF     62.300    -24.619      0.000      8.948      0.000      0.000      0.000      0.000      0.009      0.000
          OF     65.600    -24.588      0.000      8.950      0.000      0.000      0.000      0.000      0.009      0.000
          OF     68.900    -24.556      0.000      8.952      0.000      0.000      0.000      0.000      0.009      0.000
          OF     72.200    -24.525      0.000      8.954      0.000      0.000      0.000      0.000      0.009      0.000
          OF     75.500    -24.494      0.000      8.956      0.000      0.000      0.000      0.000      0.009      0.000
          OF     78.700    -24.463      0.000      8.958      0.000      0.000      0.000      0.000      0.009      0.000
          OF     82.000    -24.432      0.000      8.960      0.000      0.000      0.000      0.000      0.009      0.000
          OF     85.300    -24.400      0.000      8.962      0.000      0.000      0.000      0.000      0.009      0.000
          OF     88.600    -24.369      0.000      8.964      0.000      0.000      0.000      0.000      0.009      0.000
          OF     91.900    -24.338      0.000      8.966      0.000      0.000      0.000      0.000      0.011      0.000
          OF     95.100    -24.299      0.000      8.968      0.000      0.000      0.000      0.000      0.013      0.000
          OF     98.400    -24.254      0.000      8.970      0.000      0.000      0.000      0.000      0.014      0.000
          OF    101.700    -24.209      0.000      8.972      0.000      0.000      0.000      0.000      0.014      0.000
          OF    105.000    -24.165      0.000      8.974      0.000      0.000      0.000      0.000      0.014      0.000
          OF    108.300    -24.120      0.000      8.976      0.000      0.000      0.000      0.000      0.014      0.000
          OF    111.500    -24.075      0.000      8.977      0.000      0.000      0.000      0.000      0.014      0.000
          OF    114.800    -24.031      0.000      8.979      0.000      0.000      0.000      0.000      0.014      0.000
          OF    118.100    -23.986      0.000      8.981      0.000      0.000      0.000      0.000      0.014      0.000
          OF    121.400    -23.941      0.000      8.983      0.000      0.000      0.000      0.000      0.014      0.000
          OF    124.700    -23.896      0.000      8.985      0.000      0.000      0.000      0.000      0.014      0.000
          OF    128.000    -23.852      0.000      8.987      0.000      0.000      0.000      0.000      0.014      0.000
          OF    131.200    -23.807      0.000      8.989      0.000      0.000      0.000      0.000      0.014      0.000
          OF    134.500    -23.762      0.000      8.991      0.000      0.000      0.000      0.000      0.014      0.000
          OF    137.800    -23.717      0.000      8.993      0.000      0.000      0.000      0.000      0.014      0.000
          OF    141.100    -23.673      0.000      8.995      0.000      0.000      0.000      0.000      0.014      0.000
          OF    144.400    -23.628      0.000      8.997      0.000      0.000      0.000      0.000      0.014      0.000
          OF    147.600    -23.583      0.000      8.998      0.000      0.000      0.000      0.000      0.014      0.000
          OF    150.900    -23.538      0.000      9.001      0.000      0.000      0.000      0.000      0.014      0.000
          OF    154.200    -23.494      0.000      9.003      0.000      0.000      0.000      0.000      0.014      0.000
          OF    157.500    -23.449      0.000      9.004      0.000      0.000      0.000      0.000      0.014      0.000
          OF    160.800    -23.404      0.000      9.007      0.000      0.000      0.000      0.000      0.014      0.000
          OF    164.000    -23.360      0.000      9.009      0.000      0.000      0.000      0.000      0.014      0.000
          OF    167.300    -23.315      0.000      9.010      0.000      0.000      0.000      0.000      0.014      0.000
          OF    170.600    -23.270      0.000      9.012      0.000      0.000      0.000      0.000      0.014      0.000
          OF    173.900    -23.225      0.000      9.014      0.000      0.000      0.000      0.000      0.014      0.000
          OF    177.200    -23.181      0.000      9.016      0.000      0.000      0.000      0.000      0.014      0.000
          OF    180.400    -23.136      0.000      9.018      0.000      0.000      0.000      0.000      0.014      0.000
          OF    183.700    -23.091      0.000      9.020      0.000      0.000      0.000      0.000      0.014      0.000
          OF    187.000    -23.044      0.000      9.022      0.000      0.000      0.000      0.000      0.014      0.000
          OF    190.300    -22.996      0.000      9.024      0.000      0.000      0.000      0.000      0.014      0.000
          OF    193.600    -22.948      0.000      9.026      0.000      0.000      0.000      0.000      0.015      0.000
          OF    196.800    -22.899      0.000      9.028      0.000      0.000      0.000      0.000      0.015      0.000
          OF    200.100    -22.851      0.000      9.030      0.000      0.000      0.000      0.000      0.014      0.000
          OF    203.400    -22.809      0.000      9.032      0.000      0.000      0.000      0.000      0.012      0.000
          OF    206.700    -22.773      0.000      9.033      0.000      0.000      0.000      0.000      0.011      0.000
          OF    210.000    -22.737      0.000      9.035      0.000      0.000      0.000      0.000      0.011      0.000
          OF    213.300    -22.701      0.000      9.038      0.000      0.000      0.000      0.000      0.011      0.000
          OF    216.500    -22.663      0.000      9.039      0.000      0.000      0.000      0.000      0.013      0.000
          OF    219.800    -22.620      0.000      9.041      0.000      0.000      0.000      0.000      0.013      0.000
          OF    223.100    -22.578      0.000      9.043      0.000      0.000      0.000      0.000      0.013      0.000
          OF    226.400    -22.536      0.000      9.045      0.000      0.000      0.000      0.000      0.013      0.000
          OF    229.700    -22.493      0.000      9.047      0.000      0.000      0.000      0.000      0.013      0.000
          OF    232.900    -22.451      0.000      9.049      0.000      0.000      0.000      0.000      0.013      0.000
          OF    236.200    -22.408      0.000      9.050      0.000      0.000      0.000      0.000      0.013      0.000
          OF    239.500    -22.366      0.000      9.052      0.000      0.000      0.000      0.000      0.013      0.000
          OF    242.800    -22.324      0.000      9.054      0.000      0.000      0.000      0.000      0.013      0.000
          OF    246.100    -22.281      0.000      9.056      0.000      0.000      0.000      0.000      0.013      0.000
          OF    249.300    -22.239      0.000      9.058      0.000      0.000      0.000      0.000      0.013      0.000
          OF    252.600    -22.196      0.000      9.059      0.000      0.000      0.000      0.000      0.013      0.000
          OF    255.900    -22.154      0.000      9.061      0.000      0.000      0.000      0.000      0.013      0.000
          OF    259.200    -22.112      0.000      9.063      0.000      0.000      0.000      0.000      0.013      0.000
          OF    262.500    -22.069      0.000      9.065      0.000      0.000      0.000      0.000      0.013      0.000
          OF    265.700    -22.027      0.000      9.067      0.000      0.000      0.000      0.000      0.013      0.000
          OF    269.000    -21.985      0.000      9.069      0.000      0.000      0.000      0.000      0.013      0.000
          OF    272.300    -21.942      0.000      9.070      0.000      0.000      0.000      0.000      0.013      0.000
          OF    275.600    -21.900      0.000      9.072      0.000      0.000      0.000      0.000      0.013      0.000
          OF    278.900    -21.857      0.000      9.074      0.000      0.000      0.000      0.000      0.013      0.000
          OF    282.200    -21.815      0.000      9.076      0.000      0.000      0.000      0.000      0.013      0.000
          OF    285.400    -21.773      0.000      9.077      0.000      0.000      0.000      0.000      0.013      0.000
          OF    288.700    -21.730      0.000      9.079      0.000      0.000      0.000      0.000      0.013      0.000
          OF    292.000    -21.688      0.000      9.081      0.000      0.000      0.000      0.000      0.013      0.000
          OF    295.300    -21.645      0.000      9.083      0.000      0.000      0.000      0.000      0.013      0.000
          OF    298.600    -21.603      0.000      9.085      0.000      0.000      0.000      0.000      0.013      0.000
          OF    301.800    -21.561      0.000      9.086      0.000      0.000      0.000      0.000      0.013      0.000
          OF    305.100    -21.518      0.000      9.088      0.000      0.000      0.000      0.000      0.013      0.000
          OF    308.400    -21.476      0.000      9.090      0.000      0.000      0.000      0.000      0.013      0.000
          OF    311.700    -21.434      0.000      9.092      0.000      0.000      0.000      0.000      0.013      0.000
          OF    315.000    -21.391      0.000      9.093      0.000      0.000      0.000      0.000      0.013      0.000
          OF    318.200    -21.349      0.000      9.095      0.000      0.000      0.000      0.000      0.013      0.000
          OF    321.500    -21.307      0.000      9.097      0.000      0.000      0.000      0.000      0.012      0.000
          OF    324.800    -21.273      0.000      9.098      0.000      0.000      0.000      0.000      0.010      0.000
          OF    328.100    -21.239      0.000      9.100      0.000      0.000      0.000      0.000      0.010      0.000
          OF    331.400    -21.205      0.000      9.102      0.000      0.000      0.000      0.000      0.010      0.000
          OF    334.600    -21.171      0.000      9.104      0.000      0.000      0.000      0.000      0.010      0.000
          OF    337.900    -21.137      0.000      9.106      0.000      0.000      0.000      0.000      0.010      0.000
          OF    341.200    -21.102      0.000      9.107      0.000      0.000      0.000      0.000      0.011      0.000
          OF    344.500    -21.065      0.000      9.109      0.000      0.000      0.000      0.000      0.012      0.000
          OF    347.800    -21.020      0.000      9.110      0.000      0.000      0.000      0.000      0.014      0.000
          OF    351.000    -20.975      0.000      9.112      0.000      0.000      0.000      0.000      0.014      0.000
          OF    354.300    -20.930      0.000      9.114      0.000      0.000      0.000      0.000      0.014      0.000
          OF    357.600    -20.885      0.000      9.115      0.000      0.000      0.000      0.000      0.014      0.000
          OF    360.900    -20.840      0.000      9.117      0.000      0.000      0.000      0.000      0.014      0.000
          OF    364.200    -20.795      0.000      9.119      0.000      0.000      0.000      0.000      0.014      0.000
          OF    367.500    -20.750      0.000      9.120      0.000      0.000      0.000      0.000      0.014      0.000
          OF    370.700    -20.705      0.000      9.122      0.000      0.000      0.000      0.000      0.014      0.000
          OF    374.000    -20.660      0.000      9.123      0.000      0.000      0.000      0.000      0.014      0.000
          OF    377.300    -20.614      0.000      9.125      0.000      0.000      0.000      0.000      0.014      0.000
          OF    380.600    -20.569      0.000      9.127      0.000      0.000      0.000      0.000      0.014      0.000
          OF    383.900    -20.524      0.000      9.128      0.000      0.000      0.000      0.000      0.014      0.000
          OF    387.100    -20.479      0.000      9.130      0.000      0.000      0.000      0.000      0.014      0.000
          OF    390.400    -20.434      0.000      9.131      0.000      0.000      0.000      0.000      0.014      0.000
          OF    393.700    -20.389      0.000      9.133      0.000      0.000      0.000      0.000      0.014      0.000
          OF    397.000    -20.344      0.000      9.134      0.000      0.000      0.000      0.000      0.014      0.000
          OF    400.300    -20.299      0.000      9.136      0.000      0.000      0.000      0.000      0.014      0.000
          OF    403.500    -20.254      0.000      9.137      0.000      0.000      0.000      0.000      0.014      0.000
          OF    406.800    -20.209      0.000      9.139      0.000      0.000      0.000      0.000      0.014      0.000
          OF    410.100    -20.164      0.000      9.140      0.000      0.000      0.000      0.000      0.014      0.000
          OF    413.400    -20.119      0.000      9.142      0.000      0.000      0.000      0.000      0.014      0.000
          OF    416.700    -20.074      0.000      9.143      0.000      0.000      0.000      0.000      0.014      0.000
          OF    419.900    -20.029      0.000      9.144      0.000      0.000      0.000      0.000      0.014      0.000
          OF    423.200    -19.985      0.000      9.146      0.000      0.000      0.000      0.000      0.014      0.000
          OF    426.500    -19.940      0.000      9.147      0.000      0.000      0.000      0.000      0.014      0.000
          OF    429.800    -19.896      0.000      9.149      0.000      0.000      0.000      0.000      0.014      0.000
          OF    433.100    -19.851      0.000      9.150      0.000      0.000      0.000      0.000      0.014      0.000
          OF    436.400    -19.807      0.000      9.151      0.000      0.000      0.000      0.000      0.014      0.000
          OF    439.600    -19.762      0.000      9.152      0.000      0.000      0.000      0.000      0.014      0.000
          OF    442.900    -19.718      0.000      9.154      0.000      0.000      0.000      0.000      0.014      0.000
          OF    446.200    -19.673      0.000      9.155      0.000      0.000      0.000      0.000      0.014      0.000
          OF    449.500    -19.629      0.000      9.156      0.000      0.000      0.000      0.000      0.014      0.000
          OF    452.800    -19.584      0.000      9.158      0.000      0.000      0.000      0.000      0.014      0.000
          OF    456.000    -19.540      0.000      9.159      0.000      0.000      0.000      0.000      0.014      0.000
          OF    459.300    -19.495      0.000      9.160      0.000      0.000      0.000      0.000      0.014      0.000
          OF    462.600    -19.451      0.000      9.162      0.000      0.000      0.000      0.000      0.014      0.000
          OF    465.900    -19.406      0.000      9.163      0.000      0.000      0.000      0.000      0.014      0.000
          OF    469.200    -19.362      0.000      9.165      0.000      0.000      0.000      0.000      0.014      0.000
          OF    472.400    -19.317      0.000      9.166      0.000      0.000      0.000      0.000      0.014      0.000
          OF    475.700    -19.270      0.000      9.167      0.000      0.000      0.000      0.000      0.015      0.000
          OF    479.000    -19.218      0.000      9.168      0.000      0.000      0.000      0.000      0.016      0.000
          OF    482.300    -19.165      0.000      9.170      0.000      0.000      0.000      0.000      0.016      0.000
          OF    485.600    -19.113      0.000      9.171      0.000      0.000      0.000      0.000      0.016      0.000
          OF    488.800    -19.061      0.000      9.172      0.000      0.000      0.000      0.000      0.016      0.000
          OF    492.100    -19.009      0.000      9.174      0.000      0.000      0.000      0.000      0.016      0.000
          OF    495.400    -18.956      0.000      9.175      0.000      0.000      0.000      0.000      0.016      0.000
          OF    498.700    -18.904      0.000      9.177      0.000      0.000      0.000      0.000      0.016      0.000
          OF    502.000    -18.852      0.000      9.178      0.000      0.000      0.000      0.000      0.016      0.000
          OF    505.200    -18.800      0.000      9.179      0.000      0.000      0.000      0.000      0.018      0.000
          OF    508.500    -18.734      0.000      9.180      0.000      0.000      0.000      0.000      0.022      0.000
          OF    511.800    -18.653      0.000      9.181      0.000      0.000      0.000      0.000      0.024      0.000
          OF    515.100    -18.572      0.000      9.183      0.000      0.000      0.000      0.000      0.024      0.000
          OF    518.400    -18.491      0.000      9.184      0.000      0.000      0.000      0.000      0.024      0.000
          OF    521.700    -18.410      0.000      9.185      0.000      0.000      0.000      0.000      0.025      0.000
          OF    524.900    -18.329      0.000      9.186      0.000      0.000      0.000      0.000      0.025      0.000
          OF    528.200    -18.248      0.000      9.187      0.000      0.000      0.000      0.000      0.024      0.000
          OF    531.500    -18.167      0.000      9.188      0.000      0.000      0.000      0.000      0.025      0.000
          OF    534.800    -18.085      0.000      9.189      0.000      0.000      0.000      0.000      0.025      0.000
          OF    538.100    -18.004      0.000      9.191      0.000      0.000      0.000      0.000      0.025      0.000
          OF    541.300    -17.923      0.000      9.192      0.000      0.000      0.000      0.000      0.025      0.000
          OF    544.600    -17.842      0.000      9.193      0.000      0.000      0.000      0.000      0.024      0.000
          OF    547.900    -17.761      0.000      9.194      0.000      0.000      0.000      0.000      0.024      0.000
          OF    551.200    -17.680      0.000      9.196      0.000      0.000      0.000      0.000      0.024      0.000
          OF    554.500    -17.599      0.000      9.197      0.000      0.000      0.000      0.000      0.025      0.000
          OF    557.700    -17.518      0.000      9.198      0.000      0.000      0.000      0.000      0.025      0.000
          OF    561.000    -17.437      0.000      9.200      0.000      0.000      0.000      0.000      0.024      0.000
          OF    564.300    -17.356      0.000      9.201      0.000      0.000      0.000      0.000      0.024      0.000
          OF    567.600    -17.275      0.000      9.202      0.000      0.000      0.000      0.000      0.024      0.000
          OF    570.900    -17.195      0.000      9.204      0.000      0.000      0.000      0.000      0.025      0.000
          OF    574.100    -17.115      0.000      9.205      0.000      0.000      0.000      0.000      0.025      0.000
          OF    577.400    -17.035      0.000      9.207      0.000      0.000      0.000      0.000      0.024      0.000
          OF    580.700    -16.956      0.000      9.208      0.000      0.000      0.000      0.000      0.024      0.000
          OF    584.000    -16.876      0.000      9.210      0.000      0.000      0.000      0.000      0.024      0.000
          OF    587.300    -16.796      0.000      9.211      0.000      0.000      0.000      0.000      0.025      0.000
          OF    590.500    -16.716      0.000      9.212      0.000      0.000      0.000      0.000      0.025      0.000
          OF    593.800    -16.636      0.000      9.214      0.000      0.000      0.000      0.000      0.024      0.000
          OF    597.100    -16.556      0.000      9.215      0.000      0.000      0.000      0.000      0.024      0.000
          OF    600.400    -16.477      0.000      9.217      0.000      0.000      0.000      0.000      0.024      0.000
          OF    603.700    -16.398      0.000      9.218      0.000      0.000      0.000      0.000      0.022      0.000
          OF    607.000    -16.330      0.000      9.220      0.000      0.000      0.000      0.000      0.021      0.000
          OF    610.200    -16.263      0.000      9.222      0.000      0.000      0.000      0.000      0.021      0.000
          OF    613.500    -16.195      0.000      9.224      0.000      0.000      0.000      0.000      0.021      0.000
          OF    616.800    -16.127      0.000      9.225      0.000      0.000      0.000      0.000      0.021      0.000
          OF    620.100    -16.060      0.000      9.227      0.000      0.000      0.000      0.000      0.021      0.000
          OF    623.400    -15.992      0.000      9.229      0.000      0.000      0.000      0.000      0.021      0.000
          OF    626.600    -15.924      0.000      9.231      0.000      0.000      0.000      0.000      0.021      0.000
          OF    629.900    -15.857      0.000      9.233      0.000      0.000      0.000      0.000      0.021      0.000
          OF    633.200    -15.789      0.000      9.234      0.000      0.000      0.000      0.000      0.021      0.000
          OF    636.500    -15.722      0.000      9.236      0.000      0.000      0.000      0.000      0.021      0.000
          OF    639.800    -15.654      0.000      9.238      0.000      0.000      0.000      0.000      0.021      0.000
          OF    643.000    -15.583      0.000      9.240      0.000      0.000      0.000      0.000      0.023      0.000
          OF    646.300    -15.505      0.000      9.241      0.000      0.000      0.000      0.000      0.024      0.000
          OF    649.600    -15.427      0.000      9.243      0.000      0.000      0.000      0.000      0.024      0.000
          OF    652.900    -15.349      0.000      9.245      0.000      0.000      0.000      0.000      0.024      0.000
          OF    656.200    -15.271      0.000      9.247      0.000      0.000      0.000      0.000      0.024      0.000
          OF    659.400    -15.193      0.000      9.248      0.000      0.000      0.000      0.000      0.024      0.000
          OF    662.700    -15.116      0.000      9.250      0.000      0.000      0.000      0.000      0.023      0.000
          OF    666.000    -15.038      0.000      9.252      0.000      0.000      0.000      0.000      0.024      0.000
          OF    669.300    -14.960      0.000      9.254      0.000      0.000      0.000      0.000      0.024      0.000
          OF    672.600    -14.882      0.000      9.255      0.000      0.000      0.000      0.000      0.024      0.000
          OF    675.900    -14.804      0.000      9.258      0.000      0.000      0.000      0.000      0.024      0.000
          OF    679.100    -14.726      0.000      9.260      0.000      0.000      0.000      0.000      0.024      0.000
          OF    682.400    -14.649      0.000      9.261      0.000      0.000      0.000      0.000      0.023      0.000
          OF    685.700    -14.571      0.000      9.263      0.000      0.000      0.000      0.000      0.024      0.000
          OF    689.000    -14.493      0.000      9.265      0.000      0.000      0.000      0.000      0.024      0.000
          OF    692.300    -14.415      0.000      9.267      0.000      0.000      0.000      0.000      0.024      0.000
          OF    695.500    -14.337      0.000      9.269      0.000      0.000      0.000      0.000      0.024      0.000
          OF    698.800    -14.259      0.000      9.271      0.000      0.000      0.000      0.000      0.024      0.000
          OF    702.100    -14.181      0.000      9.273      0.000      0.000      0.000      0.000      0.023      0.000
          OF    705.400    -14.104      0.000      9.276      0.000      0.000      0.000      0.000      0.023      0.000
          OF    708.700    -14.031      0.000      9.277      0.000      0.000      0.000      0.000      0.022      0.000
          OF    711.900    -13.962      0.000      9.280      0.000      0.000      0.000      0.000      0.021      0.000
          OF    715.200    -13.893      0.000      9.282      0.000      0.000      0.000      0.000      0.021      0.000
          OF    718.500    -13.823      0.000      9.284      0.000      0.000      0.000      0.000      0.021      0.000
          OF    721.800    -13.754      0.000      9.286      0.000      0.000      0.000      0.000      0.021      0.000
          OF    725.100    -13.685      0.000      9.288      0.000      0.000      0.000      0.000      0.021      0.000
          OF    728.300    -13.615      0.000      9.291      0.000      0.000      0.000      0.000      0.021      0.000
          OF    731.600    -13.546      0.000      9.293      0.000      0.000      0.000      0.000      0.021      0.000
          OF    734.900    -13.477      0.000      9.295      0.000      0.000      0.000      0.000      0.021      0.000
          OF    738.200    -13.407      0.000      9.297      0.000      0.000      0.000      0.000      0.021      0.000
          OF    741.500    -13.338      0.000      9.300      0.000      0.000      0.000      0.000      0.021      0.000
          OF    744.700    -13.268      0.000      9.302      0.000      0.000      0.000      0.000      0.021      0.000
          OF    748.000    -13.199      0.000      9.305      0.000      0.000      0.000      0.000      0.021      0.000
